file,filename,vowel,interval,duration,start,end,previous_sound,next_sound,omit,word,word_interval,word_start,word_end,previous_word,next_word,comment1,comment2
0,--,a,1384,0.17017550735164377,398.91917202335003,399.0893475307017,k,k,1,ka,487,398.8149095646205,399.0893475307017,ma,kahi,,disfl
618,KLH021a_0618,a,1386,0.05561913812681496,399.18372319025696,399.23934232838377,k,h,0,kahi,488,399.0893475307017,399.3249,ka,manawa,,
619,KLH021a_0619,i,1388,0.05000000000001137,399.2749,399.3249,h,m,0,kahi,488,399.0893475307017,399.3249,ka,manawa,,
0,--,a,1390,0.0014887834206547268,399.40192754420843,399.4034163276291,m,n,1,manawa,489,399.3249,399.62790359913083,kahi,kā,,
620,KLH021a_0620,a,1392,0.10889387305439868,399.46626425631575,399.57515812937015,n,w,0,manawa,489,399.3249,399.62790359913083,kahi,kā,,
0,--,a,1394,0.026372734880339976,399.6015308642505,399.62790359913083,w,k,1,manawa,489,399.3249,399.62790359913083,kahi,kā,,
0,--,ā,1396,0.1264726523715467,399.7197828045205,399.84625545689204,k,k,1,kā,490,399.62790359913083,399.84625545689204,manawa,kāhea,,disfl
621,KLH021a_0621,ā,1398,0.07211938624010372,399.9749,400.0470193862401,k,h,0,kāhea,491,399.84625545689204,400.23503146393557,kā,ʻia,,
622,KLH021a_0622,e,1400,0.12761000748560036,400.1023170561505,400.2299270636361,h,a,0,kāhea,491,399.84625545689204,400.23503146393557,kā,ʻia,,
0,--,a,1401,0.005104400299444478,400.2299270636361,400.23503146393557,e,ʻ,1,kāhea,491,399.84625545689204,400.23503146393557,kā,ʻia,,
623,KLH021a_0623,i,1403,0.14122174161735757,400.2673593324986,400.40858107411594,ʻ,a,0,ʻia,492,400.23503146393557,400.50811687995474,kāhea,pālama,,
624,KLH021a_0624,a,1404,0.09953580583879784,400.40858107411594,400.50811687995474,i,p,0,ʻia,492,400.23503146393557,400.50811687995474,kāhea,pālama,,
625,KLH021a_0625,ā,1406,0.17090837424558458,400.7339916257544,400.9049,p,l,0,pālama,493,400.50811687995474,401.2513620860775,ʻia,-,,
626,KLH021a_0626,a,1408,0.08825335746814744,401.00664664253185,401.0949,l,m,0,pālama,493,400.50811687995474,401.2513620860775,ʻia,-,,
627,KLH021a_0627,a,1410,0.07456876689821001,401.1767933191793,401.2513620860775,m,sp,0,pālama,493,400.50811687995474,401.2513620860775,ʻia,-,,
628,KLH021a_0628,a,1413,0.07709907303859609,401.9164503421353,401.9935494151739,sil,p,0,a,495,401.9164503421353,401.9935494151739,-,pālama,,
629,KLH021a_0629,ā,1415,0.10464020613818548,402.11740867021314,402.2220488763513,p,l,0,pālama,496,401.9935494151739,402.55864352528647,a,kapālama,,
630,KLH021a_0630,a,1417,0.07999999999998408,402.3064,402.3864,l,m,0,pālama,496,401.9935494151739,402.55864352528647,a,kapālama,,
631,KLH021a_0631,a,1419,0.07486453772486357,402.4837789875616,402.55864352528647,m,k,0,pālama,496,401.9935494151739,402.55864352528647,a,kapālama,,
632,KLH021a_0632,a,1421,0.04912418953915676,402.6703079451792,402.7194321347184,k,p,0,kapālama,497,402.55864352528647,403.28602056795444,pālama,-,,
633,KLH021a_0633,ā,1423,0.11995340703646207,402.8351318748386,402.9550852818751,p,l,0,kapālama,497,402.55864352528647,403.28602056795444,pālama,-,,
634,KLH021a_0634,a,1425,0.06976013742547593,403.0512181541809,403.1209782916064,l,m,0,kapālama,497,402.55864352528647,403.28602056795444,pālama,-,,
0,--,a,1427,0.0740138043416323,403.2120067636128,403.28602056795444,m,sp,1,kapālama,497,402.55864352528647,403.28602056795444,pālama,-,,whisp
635,KLH021a_0635,e,1430,0.06641466751545977,403.4764,403.5428146675155,k,k,0,kekahi,499,403.45573059568886,403.88071801231416,-,-,,
636,KLH021a_0636,a,1432,0.05993077401399205,403.6453075338964,403.7052383079104,k,h,0,kekahi,499,403.45573059568886,403.88071801231416,-,-,,
637,KLH021a_0637,i,1434,0.10392969869315039,403.776788313621,403.88071801231416,h,sp,0,kekahi,499,403.45573059568886,403.88071801231416,-,-,,
638,KLH021a_0638,ae,1437,0.2705431256718498,410.2691265845781,410.53966971024994,ʻ,sp,0,ʻae,501,410.2446650441642,410.53966971024994,-,-,,
0,--,a,1440,0.2820363102659371,412.55865156014954,412.8406878704155,-,ʻ,1,a,504,412.55865156014954,412.8406878704155,-,ʻaʻole,,disfl
639,KLH021a_0639,a,1442,0.0991798255185472,412.87237031467834,412.9715501401969,ʻ,ʻ,0,ʻaʻole,505,412.8406878704155,413.175,a,huikau,,
640,KLH021a_0640,o,1444,0.07162987398561427,413.0025438356715,413.0741737096571,ʻ,l,0,ʻaʻole,505,412.8406878704155,413.175,a,huikau,,
641,KLH021a_0641,e,1446,0.056746367890241345,413.11825363210977,413.175,l,h,0,ʻaʻole,505,412.8406878704155,413.175,a,huikau,,
642,KLH021a_0642,u,1448,0.09849107673022672,413.2587583849278,413.357249461658,h,i,0,huikau,506,413.175,413.775,ʻaʻole,ē,,
643,KLH021a_0643,i,1449,0.07541466243230843,413.357249461658,413.4326641240903,u,k,0,huikau,506,413.175,413.775,ʻaʻole,ē,,
644,KLH021a_0644,au,1451,0.23109961670633083,413.54390038329365,413.775,k,ē,0,huikau,506,413.175,413.775,ʻaʻole,ē,,
645,KLH021a_0645,ē,1452,0.09957170022744322,413.775,413.8745717002274,au,k,0,ē,507,413.775,413.8745717002274,huikau,kahi,should this be long?,
646,KLH021a_0646,a,1454,0.06799776103912336,413.94830421219757,414.0163019732367,k,h,0,kahi,508,413.8745717002274,414.075,ē,manawa,,
647,KLH021a_0647,i,1456,0.054601776098309074,414.0203982239017,414.075,h,m,0,kahi,508,413.8745717002274,414.075,ē,manawa,,
648,KLH021a_0648,a,1458,0.032533506281083646,414.1424664937189,414.175,m,n,0,manawa,509,414.075,414.6097597769493,kahi,-,,
649,KLH021a_0649,a,1460,0.12323524178395928,414.23176475821606,414.355,n,w,0,manawa,509,414.075,414.6097597769493,kahi,-,,
650,KLH021a_0650,a,1462,0.17727873614785494,414.43248104080146,414.6097597769493,w,-,0,manawa,509,414.075,414.6097597769493,kahi,-,,
651,KLH021a_0651,o,1466,0.10032295291256332,419.5829770470874,419.6833,p,ʻ,0,poʻe,511,419.52399103751134,419.7886088304708,-,ua,,
652,KLH021a_0652,e,1468,0.07782876263519256,419.7107800678356,419.7886088304708,ʻ,u,0,poʻe,511,419.52399103751134,419.7886088304708,-,ua,,
0,--,u,1469,0.0746911695291601,419.7886088304708,419.8633,e,a,1,ua,512,419.7886088304708,419.9631091088001,poʻe,koho,,disfl
0,--,a,1470,0.09980910880011606,419.8633,419.9631091088001,u,k,1,ua,512,419.7886088304708,419.9631091088001,poʻe,koho,,disfl
653,KLH021a_0653,o,1472,0.05000000000001137,420.0233,420.0733,k,h,0,koho,513,419.9631091088001,420.2036838256559,ua,ʻia,,
654,KLH021a_0654,o,1474,0.08038382565592883,420.1233,420.2036838256559,h,ʻ,0,koho,513,419.9631091088001,420.2036838256559,ua,ʻia,,
655,KLH021a_0655,i,1476,0.10977951782223272,420.24218858190693,420.35196809972916,ʻ,a,0,ʻia,514,420.2036838256559,420.40521935837427,koho,kiaʻi,,
656,KLH021a_0656,a,1477,0.053251258645104826,420.35196809972916,420.40521935837427,i,k,0,ʻia,514,420.2036838256559,420.40521935837427,koho,kiaʻi,,
657,KLH021a_0657,i,1479,0.06840846538210599,420.5349347345507,420.6033431999328,k,a,0,kiaʻi,515,420.40521935837427,420.78233645685236,ʻia,kēia,,
658,KLH021a_0658,a,1480,0.06410456178048207,420.6033431999328,420.6674477617133,i,ʻ,0,kiaʻi,515,420.40521935837427,420.78233645685236,ʻia,kēia,,
659,KLH021a_0659,i,1482,0.09574057928256252,420.6865958775698,420.78233645685236,ʻ,k,0,kiaʻi,515,420.40521935837427,420.78233645685236,ʻia,kēia,,
660,KLH021a_0660,ēi,1484,0.1361016175765144,420.8722493487003,421.0083509662768,k,a,0,kēia,516,420.78233645685236,421.00878374002497,kiaʻi,poʻe,,
0,--,a,1485,0.00043277374817307646,421.0083509662768,421.00878374002497,ēi,p,1,kēia,516,420.78233645685236,421.00878374002497,kiaʻi,poʻe,,
661,KLH021a_0661,o,1487,0.06909972243875018,421.1211748548349,421.19027457727367,p,ʻ,0,poʻe,517,421.00878374002497,421.2860151565562,kēia,aliʻi,,
662,KLH021a_0662,e,1489,0.06327203500410405,421.22274312155207,421.2860151565562,ʻ,a,0,poʻe,517,421.00878374002497,421.2860151565562,kēia,aliʻi,,
0,--,a,1490,0.06410456178053892,421.2860151565562,421.3501197183367,e,l,1,aliʻi,518,421.2860151565562,421.6872930627665,poʻe,-,,overlap
0,--,i,1492,0.06624858900079289,421.42338207465724,421.48963066365803,l,ʻ,1,aliʻi,518,421.2860151565562,421.6872930627665,poʻe,-,,overlap
0,--,i,1494,0.12056332606994147,421.5667297366966,421.6872930627665,ʻ,sp,1,aliʻi,518,421.2860151565562,421.6872930627665,poʻe,-,,overlap
663,KLH021a_0663,o,1497,0.06999999999999318,422.0224,422.0924,p,n,0,pono,520,421.98593233277654,422.2023103564397,-,mai,,
664,KLH021a_0664,o,1499,0.04991035643968189,422.1524,422.2023103564397,n,m,0,pono,520,421.98593233277654,422.2023103564397,-,mai,,
665,KLH021a_0665,ai,1501,0.13537517217025652,422.2819374691477,422.41731264131795,m,k,0,mai,521,422.2023103564397,422.41731264131795,pono,kūpono,,
666,KLH021a_0666,ū,1503,0.07024898712273853,422.51649124679847,422.5867402339212,k,p,0,kūpono,522,422.41731264131795,422.8918225856226,mai,ka,,
667,KLH021a_0667,o,1505,0.08280633427102657,422.689593665729,422.7724,p,n,0,kūpono,522,422.41731264131795,422.8918225856226,mai,ka,,
668,KLH021a_0668,o,1507,0.05595737589737837,422.8358652097252,422.8918225856226,n,k,0,kūpono,522,422.41731264131795,422.8918225856226,mai,ka,,
669,KLH021a_0669,a,1509,0.039342621643470466,422.9624,423.0017426216435,k,p,0,ka,523,422.8918225856226,423.0017426216435,kūpono,poʻe,,
670,KLH021a_0670,o,1511,0.0592992414592004,423.0831007585408,423.1424,p,ʻ,0,poʻe,524,423.0017426216435,423.2184313330629,ka,keiki,,
671,KLH021a_0671,e,1513,0.04964487715147925,423.1687864559114,423.2184313330629,ʻ,k,0,poʻe,524,423.0017426216435,423.2184313330629,ka,keiki,,
672,KLH021a_0672,ei,1515,0.11344354802315593,423.3124,423.4258435480232,k,k,0,keiki,525,423.2184313330629,423.58077021296594,poʻe,komo,,
673,KLH021a_0673,i,1517,0.08135813689733595,423.4994120760686,423.58077021296594,k,k,0,keiki,525,423.2184313330629,423.58077021296594,poʻe,komo,,
674,KLH021a_0674,o,1519,0.03266848493080943,423.70973151506917,423.7424,k,m,0,komo,526,423.58077021296594,423.96073002251836,keiki,-,,
675,KLH021a_0675,o,1521,0.13069232629248972,423.8300376962259,423.96073002251836,m,sp,0,komo,526,423.58077021296594,423.96073002251836,keiki,-,,
0,--,o,1524,0.15185381235926343,425.8545461876407,426.0064,ʻ,i,1,ʻo,528,425.82338775223326,426.0064,-,ia,,disfl
0,--,i,1525,0.06885177177713331,426.0064,426.0752517717771,o,a,1,ia,529,426.0064,426.0821758685343,ʻo,-,,disfl
0,--,a,1526,0.006924096757188636,426.0752517717771,426.0821758685343,i,sp,1,ia,529,426.0064,426.0821758685343,ʻo,-,,disfl
676,KLH021a_0676,o,1529,0.07999999999998408,426.3964,426.4764,ʻ,i,0,ʻo,531,426.37298793233754,426.4764,-,ia,,
677,KLH021a_0677,i,1530,0.10412794241574375,426.4764,426.58052794241576,o,a,0,ia,532,426.4764,426.5867694197167,ʻo,kēia,,
0,--,a,1531,0.006241477300932274,426.58052794241576,426.5867694197167,i,k,1,ia,532,426.4764,426.5867694197167,ʻo,kēia,,
678,KLH021a_0678,ēi,1533,0.2300000000000182,426.6864,426.9164,k,a,0,kēia,533,426.5867694197167,427.09798615740124,ia,-,,
679,KLH021a_0679,a,1534,0.1815861574012274,426.9164,427.09798615740124,ēi,sp,0,kēia,533,426.5867694197167,427.09798615740124,ia,-,,
0,--,o,1538,0.16098524960534633,434.21136380473104,434.3723490543364,s,a,1,so,535,434.1114,434.3723490543364,-,a,,disfl
0,--,a,1539,0.16905094566362777,434.3723490543364,434.5414,o,m,1,a,536,434.3723490543364,434.5414,so,ma,,disfl
680,KLH021a_0680,a,1541,0.10818901183154139,434.6467163883412,434.75490540017273,m,l,0,ma,537,434.5414,434.75490540017273,a,laila,,
681,KLH021a_0681,ai,1543,0.07999999999998408,434.7914,434.8714,l,l,0,laila,538,434.75490540017273,435.0214,ma,nō,,
682,KLH021a_0682,a,1545,0.09598871718077362,434.92541128281925,435.0214,l,n,0,laila,538,434.75490540017273,435.0214,ma,nō,,
683,KLH021a_0683,ō,1547,0.24549320571975386,435.0959171654658,435.34141037118553,n,sp,0,nō,539,435.0214,435.34141037118553,laila,-,,
684,KLH021a_0684,e,1550,0.08345236879739559,436.7828,436.8662523687974,h,l,0,hele,541,436.7450806755461,436.9484760177894,-,wau,,
685,KLH021a_0685,e,1552,0.04567601778938979,436.9028,436.9484760177894,l,w,0,hele,541,436.7450806755461,436.9484760177894,-,wau,,
686,KLH021a_0686,au,1554,0.21979672024747288,437.00300327975253,437.2228,w,h,0,wau,542,436.9484760177894,437.2228,hele,huli,,
687,KLH021a_0687,u,1556,0.09607184250643286,437.25659832348566,437.3526701659921,h,l,0,huli,543,437.2228,437.50737565503863,wau,nā,,
688,KLH021a_0688,i,1558,0.09411964242087834,437.41325601261775,437.50737565503863,l,n,0,huli,543,437.2228,437.50737565503863,wau,nā,,
689,KLH021a_0689,ā,1560,0.2686119210376887,437.57160628109597,437.84021820213366,n,sp,0,nā,544,437.50737565503863,437.84021820213366,huli,-,,
690,KLH021a_0690,o,1563,0.0823827595083344,438.0875457664912,438.1699285259995,m,ʻ,0,moʻolelo,546,438.01772986860277,438.61596813455884,-,-,,
691,KLH021a_0691,o,1565,0.08160966111051948,438.1928,438.2744096611105,ʻ,l,0,moʻolelo,546,438.01772986860277,438.61596813455884,-,-,,
692,KLH021a_0692,e,1567,0.11335676991592436,438.3328,438.44615676991594,l,l,0,moʻolelo,546,438.01772986860277,438.61596813455884,-,-,,
693,KLH021a_0693,o,1569,0.1090715334800052,438.50689660107884,438.61596813455884,l,sp,0,moʻolelo,546,438.01772986860277,438.61596813455884,-,-,,
0,--,a,1571,0.029999999999972715,439.0428,439.0728,sp,n,1,an,548,439.0428,439.3828,-,a,,english
0,--,a,1573,0.08102984940711622,439.3828,439.4638298494071,n,l,1,a,549,439.3828,439.4638298494071,an,loʻa,,english
694,KLH021a_0694,o,1575,0.06488558952264611,439.5428,439.60768558952265,l,ʻ,0,loʻa,550,439.4638298494071,439.6828,a,ka,,
695,KLH021a_0695,a,1577,0.05998839603199713,439.622811603968,439.6828,ʻ,k,0,loʻa,550,439.4638298494071,439.6828,a,ka,,
696,KLH021a_0696,a,1579,0.03999999999996362,439.7628,439.8028,k,m,0,ka,551,439.6828,439.8028,loʻa,moʻolelo,,
697,KLH021a_0697,o,1581,0.06817107015609736,439.8946289298439,439.9628,m,ʻ,0,moʻolelo,552,439.8028,440.382049317766,ka,-,,
698,KLH021a_0698,o,1583,0.05751838213507199,439.9928,440.05031838213506,ʻ,l,0,moʻolelo,552,439.8028,440.382049317766,ka,-,,
699,KLH021a_0699,e,1585,0.09156880474671425,440.1128,440.2043688047467,l,l,0,moʻolelo,552,439.8028,440.382049317766,ka,-,,
700,KLH021a_0700,o,1587,0.11924931776599124,440.2628,440.382049317766,l,sp,0,moʻolelo,552,439.8028,440.382049317766,ka,-,,
0,--,a,1589,0.1696526318688143,440.53320168380105,440.70285431566987,sp,n,1,an,554,440.53320168380105,440.7789536443682,-,kapa,,english
701,KLH021a_0701,a,1592,0.06492878503621569,440.8543548140877,440.9192835991239,k,p,0,kapa,555,440.7789536443682,441.07473033969336,an,hoʻokahi,,
702,KLH021a_0702,a,1594,0.05561000658906323,441.0191203331043,441.07473033969336,p,h,0,kapa,555,440.7789536443682,441.07473033969336,an,hoʻokahi,,
703,KLH021a_0703,o,1596,0.05573025325151093,441.1328,441.1885302532515,h,ʻ,0,hoʻokahi,556,441.07473033969336,441.5788011224476,kapa,mele,,
704,KLH021a_0704,o,1598,0.04460376776097519,441.1955118430403,441.2401156108013,ʻ,k,0,hoʻokahi,556,441.07473033969336,441.5788011224476,kapa,mele,,
705,KLH021a_0705,a,1600,0.05693736611198119,441.365862633888,441.4228,k,h,0,hoʻokahi,556,441.07473033969336,441.5788011224476,kapa,mele,,
706,KLH021a_0706,i,1602,0.10681832376923239,441.47198279867837,441.5788011224476,h,m,0,hoʻokahi,556,441.07473033969336,441.5788011224476,kapa,mele,,
707,KLH021a_0707,e,1604,0.09355330317043808,441.66886363072365,441.7624169338941,m,l,0,mele,557,441.5788011224476,441.90693584252307,hoʻokahi,-,,
708,KLH021a_0708,e,1606,0.07051405686729595,441.8364217856558,441.90693584252307,l,sp,0,mele,557,441.5788011224476,441.90693584252307,hoʻokahi,-,,
709,KLH021a_0709,o,1609,0.0743204521846792,442.5028,442.57712045218466,n,k,0,no,559,442.4727438072459,442.57712045218466,-,kēia,,
710,KLH021a_0710,ēi,1611,0.209537353555163,442.6828,442.89233735355515,k,a,0,kēia,560,442.57712045218466,443.0061372671132,no,wahi,,
711,KLH021a_0711,a,1612,0.11379991355806851,442.89233735355515,443.0061372671132,ēi,w,0,kēia,560,442.57712045218466,443.0061372671132,no,wahi,,
712,KLH021a_0712,a,1614,0.06567629133621722,443.0871237086638,443.1528,w,h,0,wahi,561,443.0061372671132,443.3411173680221,kēia,-,,
713,KLH021a_0713,i,1616,0.12831736802206706,443.2128,443.3411173680221,h,sp,0,wahi,561,443.0061372671132,443.3411173680221,kēia,-,,
714,KLH021a_0714,ā,1619,0.13823547781902334,444.4789143509081,444.6171498287271,p,l,0,pālama,563,444.4412137660484,444.9180563486261,-,-,,
715,KLH021a_0715,a,1621,0.09215698521268223,444.68626756763666,444.77842455284934,l,m,0,pālama,563,444.4412137660484,444.9180563486261,-,-,,
716,KLH021a_0716,a,1623,0.06283430809952506,444.8552220405266,444.9180563486261,m,sp,0,pālama,563,444.4412137660484,444.9180563486261,-,-,,
717,KLH021a_0717,ē,1626,0.08999999999997499,464.0894,464.1794,p,l,0,pēlā,565,464.05258799175266,464.3894,-,paha,,
718,KLH021a_0718,ā,1628,0.10502322725790236,464.2843767727421,464.3894,l,p,0,pēlā,565,464.05258799175266,464.3894,-,paha,,
719,KLH021a_0719,a,1630,0.05655087728956687,464.5203545076049,464.5769053848945,p,h,0,paha,566,464.3894,464.6894,pēlā,haole,,
0,--,a,1632,0.049999999999954525,464.6394,464.6894,h,h,1,paha,566,464.3894,464.6894,pēlā,haole,,whisp
720,KLH021a_0720,ao,1634,0.1591764707143284,464.8294,464.98857647071435,h,l,0,haole,567,464.6894,465.2001186413162,paha,paha,,
721,KLH021a_0721,e,1636,0.12078150334690463,465.0793371379693,465.2001186413162,l,p,0,haole,567,464.6894,465.2001186413162,paha,paha,,
722,KLH021a_0722,a,1638,0.07151826554809304,465.3278817344519,465.3994,p,h,0,paha,568,465.2001186413162,465.64320688118585,haole,ʻo,,
723,KLH021a_0723,a,1640,0.15055962771731402,465.49264725346853,465.64320688118585,h,ʻ,0,paha,568,465.2001186413162,465.64320688118585,haole,ʻo,,
0,--,o,1642,0.28335881071456015,465.70604118928543,465.9894,ʻ,p,1,ʻo,569,465.64320688118585,465.9894,paha,pukīkī,,disfl
0,--,u,1644,0.05787766394007576,466.0894,466.1472776639401,p,k,1,pukīkī,570,465.9894,466.4894,ʻo,paha,pokuki?,disfl
0,--,ī,1646,0.09215698521268223,466.19614879246194,466.2883057776746,k,k,1,pukīkī,570,465.9894,466.4894,ʻo,paha,pokuki?,disfl
0,--,ī,1648,0.1263912115847461,466.36300878841524,466.4894,k,p,1,pukīkī,570,465.9894,466.4894,ʻo,paha,pokuki?,disfl
724,KLH021a_0724,a,1650,0.04659284782485429,466.6094,466.65599284782485,p,h,0,paha,571,466.4894,466.7994,pukīkī,-,,
0,--,a,1652,0.08685627488551972,466.7125437251145,466.7994,h,sp,1,paha,571,466.4894,466.7994,pukīkī,-,,whisp
725,KLH021a_0725,a,1654,0.25971514014486274,470.47439176023687,470.73410690038173,sp,k,0,a,573,470.47439176023687,470.73410690038173,-,kēia,,
726,KLH021a_0726,ēi,1656,0.2024661038763611,470.82766020355217,471.03012630742853,k,a,0,kēia,574,470.73410690038173,471.0343152613018,a,wahi,,
0,--,a,1657,0.004188953873267565,471.03012630742853,471.0343152613018,ēi,w,1,kēia,574,470.73410690038173,471.0343152613018,a,wahi,,
727,KLH021a_0727,a,1659,0.06073983116294812,471.0943569334858,471.15509676464876,w,h,0,wahi,575,471.0343152613018,471.42195522347896,kēia,a,,
728,KLH021a_0728,i,1661,0.2005552234789434,471.2214,471.42195522347896,h,a,0,wahi,575,471.0343152613018,471.42195522347896,kēia,a,,
0,--,a,1662,0.33890082311944525,471.42195522347896,471.7608560465984,i,sp,1,a,576,471.42195522347896,471.7608560465984,wahi,-,mark these fillers as disfl?,disfl
729,KLH021a_0729,a,1665,0.048871128521852825,473.5256664843591,473.57453761288093,k,p,0,kapa,578,473.4844751046049,473.7314,-,ʻia,,
730,KLH021a_0730,a,1667,0.05144038130760009,473.6799596186924,473.7314,p,ʻ,0,kapa,578,473.4844751046049,473.7314,-,ʻia,,
731,KLH021a_0731,i,1669,0.07563343770493702,473.75576656229504,473.8314,ʻ,a,0,ʻia,579,473.7314,473.88073701951527,kapa,wau,,
732,KLH021a_0732,a,1670,0.04933701951529201,473.8314,473.88073701951527,i,w,0,ʻia,579,473.7314,473.88073701951527,kapa,wau,,
733,KLH021a_0733,au,1672,0.1110072776425568,473.9505529174036,474.0615601950462,w,h,0,wau,580,473.88073701951527,474.0615601950462,ʻia,hoʻokahi,,
734,KLH021a_0734,o,1674,0.05580797515330005,474.1014,474.1572079751533,h,ʻ,0,hoʻokahi,581,474.0615601950462,474.4914,wau,mele,,
735,KLH021a_0735,o,1676,0.04747173959071915,474.1614,474.20887173959073,ʻ,k,0,hoʻokahi,581,474.0615601950462,474.4914,wau,mele,,
736,KLH021a_0736,a,1678,0.06423062605728092,474.31963630551166,474.38386693156895,k,h,0,hoʻokahi,581,474.0615601950462,474.4914,wau,mele,,
737,KLH021a_0737,i,1680,0.06773800663467,474.42366199336533,474.4914,h,m,0,hoʻokahi,581,474.0615601950462,474.4914,wau,mele,,
738,KLH021a_0738,e,1682,0.0999999999999659,474.5914,474.6914,m,l,0,mele,582,474.4914,474.87714171449517,hoʻokahi,-,,
739,KLH021a_0739,e,1684,0.11574171449518644,474.7614,474.87714171449517,l,sp,0,mele,582,474.4914,474.87714171449517,hoʻokahi,-,,
740,KLH021a_0740,o,1687,0.08313233092115979,475.02826766907884,475.1114,ʻ,i,0,ʻo,584,475.003133945839,475.1114,-,ia,,
741,KLH021a_0741,i,1688,0.08080088950470099,475.1114,475.1922008895047,o,a,0,ia,585,475.1114,475.2514,ʻo,nō,,
742,KLH021a_0742,a,1689,0.05919911049528537,475.1922008895047,475.2514,i,n,0,ia,585,475.1114,475.2514,ʻo,nō,,
743,KLH021a_0743,ō,1691,0.21208961928039116,475.3170627746151,475.5291523938955,n,sp,0,nō,586,475.2514,475.5291523938955,ia,-,,
0,--,a,1693,0.38999999999998636,476.6014,476.9914,sp,sp,1,a,588,476.6014,476.9914,-,-,,disfl
0,--,a,1697,0.1983924283166516,481.24900757168336,481.4474,k,sp,1,ka,590,481.209212509887,481.4474,-,-,,disfl
744,KLH021a_0744,e,1700,0.07400485176168559,481.5694625429911,481.6434673947528,k,k,0,kekahi,592,481.52966748119474,481.9001471872604,-,mele,,
745,KLH021a_0745,a,1702,0.06073983116289128,481.72864279017665,481.78938262133954,k,h,0,kekahi,592,481.52966748119474,481.9001471872604,-,mele,,
746,KLH021a_0746,i,1704,0.06274718726041328,481.8374,481.9001471872604,h,m,0,kekahi,592,481.52966748119474,481.9001471872604,-,mele,,
747,KLH021a_0747,e,1706,0.07960718321368176,481.9874,482.06700718321366,m,l,0,mele,593,481.9001471872604,482.1774,kekahi,ua,,
748,KLH021a_0748,e,1708,0.06291800622221899,482.11448199377776,482.1774,l,u,0,mele,593,481.9001471872604,482.1774,kekahi,ua,,
749,KLH021a_0749,u,1709,0.12977387194979428,482.1774,482.3071738719498,e,a,0,ua,594,482.1774,482.3616302723027,mele,haku,,
750,KLH021a_0750,a,1710,0.05445640035293309,482.3071738719498,482.3616302723027,u,h,0,ua,594,482.1774,482.3616302723027,mele,haku,,
751,KLH021a_0751,a,1712,0.06646365734121673,482.4074,482.4738636573412,h,k,0,haku,595,482.3616302723027,482.6174,ua,ʻia,,
752,KLH021a_0752,u,1714,0.05120914688427547,482.5661908531157,482.6174,k,ʻ,0,haku,595,482.3616302723027,482.6174,ua,ʻia,,
753,KLH021a_0753,i,1716,0.16578714107282622,482.6716128589272,482.8374,ʻ,a,0,ʻia,596,482.6174,482.9574,haku,-,,
754,KLH021a_0754,a,1717,0.12000000000000455,482.8374,482.9574,i,sp,0,ʻia,596,482.6174,482.9574,haku,-,,
755,KLH021a_0755,au,1720,0.1368391598612675,486.1780996227391,486.3149387826004,k,l,0,kaulana,598,486.15087142256266,486.6314,-,nō,,
756,KLH021a_0756,a,1722,0.0908342733845302,486.3805657266155,486.4714,l,n,0,kaulana,598,486.15087142256266,486.6314,-,nō,,
757,KLH021a_0757,a,1724,0.08467243641013056,486.54672756358985,486.6314,n,n,0,kaulana,598,486.15087142256266,486.6314,-,nō,,
758,KLH021a_0758,ō,1726,0.09571796352020101,486.7156820364798,486.8114,n,ʻ,0,nō,599,486.6314,486.8114,kaulana,ʻo,,
759,KLH021a_0759,o,1728,0.13380381222407323,486.83506722186894,486.968871034093,ʻ,k,0,ʻo,600,486.8114,486.968871034093,nō,kapālama,,
760,KLH021a_0760,a,1730,0.0823827595083344,487.06800960909453,487.15039236860287,k,p,0,kapālama,601,486.968871034093,487.65167051544154,ʻo,-,,
761,KLH021a_0761,ā,1732,0.05515455933186786,487.2648904411398,487.3200450004717,p,l,0,kapālama,601,486.968871034093,487.65167051544154,ʻo,-,,
762,KLH021a_0762,a,1734,0.0999999999999659,487.4014,487.5014,l,m,0,kapālama,601,486.968871034093,487.65167051544154,ʻo,-,,
763,KLH021a_0763,a,1736,0.07051405686729595,487.58115645857424,487.65167051544154,m,sp,0,kapālama,601,486.968871034093,487.65167051544154,ʻo,-,,
764,KLH021a_0764,ē,1738,0.19703096443191725,488.07933478635704,488.27636575078895,sp,sp,0,ē,603,488.07933478635704,488.27636575078895,-,-,,
765,KLH021a_0765,e,1741,0.07749564665613207,491.8677646433379,491.94526028999405,h,l,0,hele,605,491.82308246868934,492.0478,-,wau,,
766,KLH021a_0766,e,1743,0.05000000000001137,491.9978,492.0478,l,w,0,hele,605,491.82308246868934,492.0478,-,wau,,
767,KLH021a_0767,au,1745,0.18221949348867383,492.12049819369395,492.3027176871826,w,e,0,wau,606,492.0478,492.3027176871826,hele,e,,
768,KLH021a_0768,e,1746,0.07508231281735789,492.3027176871826,492.3778,au,h,0,e,607,492.3027176871826,492.3778,wau,huli,,
769,KLH021a_0769,u,1748,0.12402958651966856,492.4479347547905,492.57196434131015,h,l,0,huli,608,492.3778,492.7311445884957,e,ke,,
770,KLH021a_0770,i,1750,0.09913857500151835,492.63200601349416,492.7311445884957,l,k,0,huli,608,492.3778,492.7311445884957,e,ke,,
0,--,e,1752,0.27940566772650755,492.8078,493.0872056677265,k,k,1,ke,609,492.7311445884957,493.0872056677265,huli,ka,,disfl
