inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,word,word_interval,word_start,word_end,previous_word,next_word,comment1,comment2
KLH014a,KLH014a_1512,ā,3449,0.11022527489558342,859.3281712209747,859.4383964958703,m,l,0,māla,1184,859.2391431143282,859.5279777211135,-,kō,,
KLH014a,KLH014a_1513,a,3451,0.032772814335544354,859.495204906778,859.5279777211135,l,k,0,māla,1184,859.2391431143282,859.5279777211135,-,kō,,
KLH014a,KLH014a_1514,ō,3453,0.10598584124579702,859.6848367661572,859.790822607403,k,sp,0,kō,1185,859.5279777211135,859.790822607403,māla,-,,
KLH014a,KLH014a_1515,ēi,3457,0.10598584124568333,861.5404317673695,861.6464176086151,k,a,0,kēia,1187,861.4047698905748,861.6489612688051,-,manawa,excresc ʻokina,
KLH014a,--,a,3458,0.0025436601899855305,861.6464176086151,861.6489612688051,ēi,m,1,kēia,1187,861.4047698905748,861.6489612688051,-,manawa,excresc ʻokina,
KLH014a,KLH014a_1516,a,3460,0.03645912938850415,861.7490119029411,861.7854710323296,m,n,0,manawa,1188,861.6489612688051,862.0071,kēia,hoʻi,,
KLH014a,KLH014a_1517,a,3462,0.09581120048619596,861.8682691637332,861.9640803642194,n,w,0,manawa,1188,861.6489612688051,862.0071,kēia,hoʻi,,
KLH014a,--,a,3464,0.005712619662176621,862.0013873803379,862.0071,w,h,1,manawa,1188,861.6489612688051,862.0071,kēia,hoʻi,,
KLH014a,KLH014a_1518,o,3466,0.06346760685539721,862.0836323931446,862.1471,h,ʻ,0,hoʻi,1189,862.0071,862.2571,manawa,ua,,
KLH014a,KLH014a_1519,i,3468,0.07765640636932858,862.1794435936307,862.2571,ʻ,u,0,hoʻi,1189,862.0071,862.2571,manawa,ua,,
KLH014a,KLH014a_1520,u,3469,0.1580561045612967,862.2571,862.4151561045613,i,a,0,ua,1190,862.2571,862.4914659102583,hoʻi,pau,excresc ʻokina,
KLH014a,KLH014a_1521,a,3470,0.07630980569695112,862.4151561045613,862.4914659102583,u,p,0,ua,1190,862.2571,862.4914659102583,hoʻi,pau,excresc ʻokina,
KLH014a,KLH014a_1522,au,3472,0.1848670941853925,862.6271,862.8119670941854,p,a,0,pau,1191,862.4914659102583,862.8119670941854,ua,aʻe,,
KLH014a,KLH014a_1523,a,3473,0.08818021991646674,862.8119670941854,862.9001473141019,au,ʻ,0,aʻe,1192,862.8119670941854,862.9671303657692,pau,nei,,
KLH014a,KLH014a_1524,e,3475,0.050030365769202945,862.9171,862.9671303657692,ʻ,n,0,aʻe,1192,862.8119670941854,862.9671303657692,pau,nei,,
KLH014a,KLH014a_1525,ei,3477,0.13905342371447205,863.0634946848525,863.2025481085669,n,k,0,nei,1193,862.9671303657692,863.2025481085669,aʻe,kēia,,
KLH014a,--,ēi,3479,0.2314730772807252,863.3416015322814,863.5730746095621,k,a,1,kēia,1194,863.2025481085669,863.8893363598395,nei,-,,disfl
KLH014a,--,a,3480,0.3162617502773628,863.5730746095621,863.8893363598395,ēi,sp,1,kēia,1194,863.2025481085669,863.8893363598395,nei,-,,disfl
KLH014a,KLH014a_1526,ā,3483,0.09157176683640955,864.6390645844077,864.7306363512441,m,l,0,māla,1196,864.5610590052509,864.8264475517302,-,kō,,
