file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
KLH057a_4113,420.6,902.8,2243,26.8,57.2,-32.6,-20,40.3,-6.5,-11.2,-20.2,35.3,-3.1,23.2,-3.4,-0.7,-12.1,-5.9
KLH057a_4114,325.3,1714.4,2085,-18.4,123.2,80,-9.2,-20.3,-12.3,-4,8.4,-0.2,1.3,-3.2,2.4,3,9.4,7.4
KLH057a_4115,348.2,1652.8,2124.3,-7.6,140.5,75.8,-7.9,-40.4,-19.4,-4,16.8,2.3,-4.7,-2.9,-6,-3.9,14.2,3.7
KLH057a_4116,342.2,1215.7,2032.4,18.3,147.1,-24.7,-11.5,-6.7,9.2,1.3,-5.5,-1.3,0.6,6.4,2.5,0.7,11.5,-3.8
KLH057a_4117,348.9,1750.2,2312.5,29.2,-295.1,-187.9,4.6,-164.3,-120.3,23.1,-78,2.8,4.8,-54.4,-0.7,3.9,-34.9,15.7
KLH057a_4118,586.8,1482.2,2226.6,11.7,-70.9,-38.5,-35.3,3.4,15.1,31.8,10.1,4.5,-4.9,4.3,-11,13.1,-3.1,0.9
KLH057a_4119,338.1,1851,2312,72.9,-162.9,-101.6,9.7,-37.5,-4.8,-1,-10.8,2.2,-0.3,6.3,-2.4,3.6,1.9,-4.5
KLH057a_4120,302.2,1993.5,2569.3,9.8,-12,2.3,0.2,-2.7,17.5,-10.7,-6.7,25.8,2.8,-0.9,7.1,1.6,-2,4.8
KLH057a_4121,361.5,1166.9,1967.3,62.3,-53.8,-21.7,-2.1,-15.5,-9.6,8.8,-5.2,5.9,-8.6,4.5,-1.8,-2.9,0.6,-1.5
KLH057a_4122,400.3,1507.7,2224.6,-49.1,-103.1,23.8,2.8,51.3,-8.7,-8.4,37.5,0.8,13.4,-14,14,-0.5,28.8,5.7
KLH057a_4123,401.4,1588,2098.5,-14.4,38.5,-9.5,-9,-18.7,-18,0.1,6.5,-8.3,-6.5,-3.2,26.6,-1.8,3.3,-3.1
KLH057a_4124,332.9,1756,2316.2,4.2,-98.9,-57.5,-19.1,-20.9,-29.7,-9.5,-24.6,-15.2,-6.1,3.2,2.8,-4.6,5.4,-5.6
KLH057a_4125,321.2,1890.8,2322.4,3.2,-41.4,31.1,-35.7,-5.5,-6,24.7,2.1,-38.5,-9.6,-13.4,22.2,-5.1,-16.5,7.9
KLH057a_4126,346,1851.7,2198.7,20.7,-31,-72.8,-19.4,26,105.3,4.5,2.2,1.9,7.5,-3.4,7.3,-12.4,14.2,-8.7
KLH057a_4127,322.1,1836.7,2453.8,-13.2,-10,11.4,-9.5,-66.6,-81.7,15.3,12.3,24.3,-7.2,-48.6,-34.3,7.1,29.9,15.6
KLH057a_4128,418.7,1063.9,2128.5,-9.4,-32.1,100.6,-33.9,-16.4,-57.6,8.8,-5.8,12.3,1.2,-6.4,-7.3,-2.2,-7.9,1.2
KLH057a_4129,339.6,1113.1,2129.6,-8.1,26.1,31.1,2.3,23.3,28.4,1.9,18.6,48.6,-0.6,16.9,25.2,-0.4,9,1.5
KLH057a_4130,351.8,1804.2,2367.6,23,-161.6,-105.2,-12.4,-44,1,-25.1,-4,-0.9,-3.2,11.1,-3,-12.2,8.4,-4.8
KLH057a_4131,353.2,1792.3,2459.7,-11.8,12.1,75.1,7.8,-15.8,-50.9,1.8,37.5,15.3,-2,1.9,-18.6,0.4,-12.9,-0.7
KLH057a_4132,368.7,1460.6,2079.9,18.1,267.8,159.6,-20.2,-22.3,47.4,4.5,-0.3,13.6,-9.7,-5.9,10,4.1,9.4,-13.3
KLH057a_4133,452.2,1056.3,2190.6,-5.2,-44.7,1.4,18.1,-10.1,-7.7,-50.5,-17.6,10.2,28.1,19.3,-7.6,-6.7,-3.3,-4
KLH057a_4134,537.9,1146.5,2151.2,85.6,14.6,11.2,-31.5,-10.5,7,5.2,6.6,12.2,0.1,-6.7,-1.8,10.6,-0.9,8.5
KLH057a_4135,358.7,1776.3,2267.8,21,-61.4,-35.2,-22.4,-6.4,-36,11.6,-22.6,2.3,-6.2,-10.2,1.9,-1.3,4.8,9
KLH057a_4136,316.9,1789.8,2483.9,40.7,-105,-77.3,-7.5,-97.4,-16.7,20.3,-5,25.5,-3.8,-19.8,-20.7,3,-1.9,-5.3
KLH057a_4137,372.9,1609.6,2090.8,2.1,176.5,26,-24.6,34.9,61.2,1.7,25,6.1,-4.7,3.9,9.4,-3.5,3.8,7.4
KLH057a_4138,551.8,1202.3,2184.4,72.1,78,40.6,-122.6,58.3,13.8,-31.8,41.5,43,-17.7,8.3,7.6,-11.6,27.2,20.9
KLH057a_4139,522.4,1084.4,2110.3,24.2,-31.3,-38,-79.9,-6.7,25.7,9.7,-10.6,-0.1,-0.8,6.4,6.6,-5.4,-9.2,-2.4
KLH057a_4140,338.3,1957.7,2386.6,24.4,-101.4,-132.9,-4.9,-2.7,40.3,-2.2,15.2,-2.2,3.7,21.9,-21.8,-4,-18.2,2.7
KLH057a_4141,298,1996.8,2518.3,-6.2,48.3,133.6,-2.7,-29.6,-45.1,-9.3,4.7,19.1,-5.9,6.4,26,-12.2,-4.5,12.8
KLH057a_4142,409.9,886.1,2224,22.8,67.8,-46,-11.1,12.1,24.4,-10.6,15.5,22.1,-6.8,-2.7,-7.6,-8.8,2.4,8.3
KLH057a_4143,448.9,1520.7,2094.7,21.4,-52,-42.8,-25.2,-27.8,-8.4,-0.8,-6.8,0.9,-10.2,3.9,8,0.3,1.4,-8.7
KLH057a_4144,315.6,1969.9,2441.2,6.3,-86.6,-36,7.4,-59.8,-80.6,-2.4,-44.1,-49.2,-1.2,-29.1,-28.1,-3.6,-19.3,-11.4
KLH057a_4145,361.2,1922.5,2399.8,2.3,50.1,92.8,-4.8,-87.7,-125.4,10.6,47.5,54.1,1.8,-43.6,-41.9,4,33.2,3.3
KLH057a_4146,526.3,1053.6,2119.8,-99.1,-77.8,11.6,-1.1,-6.1,19.5,-5.3,-2.8,-11.6,-13.5,11.7,-11.1,19.7,5.2,-0.1
KLH057a_4147,515.3,1353.6,2229.9,86.4,-74.6,-52.3,-36.4,-23.4,-12.5,-21.5,-3,-7.3,-33.7,-18,-8.8,-8.6,1,2.6
KLH057a_4148,347.8,1597.6,2216.3,4.7,-8.6,23.9,-2.7,-2.9,2.1,1.5,10.8,21,-2.1,4.2,11.1,0.6,2.4,9.5
KLH057a_4149,307.8,1994.3,2448.4,12.4,-102.1,-68.2,15.9,-41.6,-58.8,11.2,-42.9,-57.2,3.5,-36.6,-20.9,0.6,-7.4,-4.4
KLH057a_4150,333.2,1888.9,2351,-2.1,134.6,168.2,-20.4,-38.5,-44.7,-23.4,44,13.3,-14.6,-14.4,-9.9,-10.2,18.6,9.2
KLH057a_4151,383.1,951.9,2223.5,11.9,31.6,-36.4,-7.7,116.5,23.2,7.3,38.2,-20.1,-4.7,15.3,-14.8,6.3,4.8,9.5
KLH057a_4152,486,1170.6,2223.3,84.7,-33.6,-76.6,-36.6,-9.1,-12.7,10.6,2,-12,-6.2,9.1,-6.5,-7.1,-13,-0.9
KLH057a_4153,340.3,1004.2,2274.6,-7,150.7,-21.3,4.2,24.3,-6.5,-1,20,-48.2,1.2,19.4,-19.9,0.9,21.7,-22.8
KLH057a_4154,343.6,915.8,2210.3,26.7,-66.7,0.6,4.2,27.7,13.4,-0.6,-19.7,-2,-3.3,5.9,20.9,-0.8,0.7,4.9
KLH057a_4155,540.2,1210.1,2175.4,-9.4,-262.3,5.3,-62.1,26.8,9.2,26.7,-27,-6,-14.8,-6.6,3.3,-9.2,1.8,-3.2
KLH057a_4156,370.1,1679.5,2245.7,45.2,4.9,39.4,13.7,-89.1,-43.5,3.6,32.5,1.1,12.6,-30.8,-13.8,2.4,-2.8,-9.5
KLH057a_4157,483.3,1144.2,2218.9,-79.4,-89.2,-51.9,50.8,3.4,0.8,-75.2,37.9,-13.2,56,-16.5,-4.2,-61.3,19.7,-9.8
KLH057a_4158,416.7,1838.7,2383.6,151.3,-228.1,-219.7,13.6,-34.7,51,10.1,6,7.3,-14.9,12.1,7.4,-6,-11.9,-17.5
KLH057a_4159,586,1369.7,2065.1,61.9,-59.8,-166.7,-98,46.5,12.8,-8.2,25.5,11.5,-26.4,4.3,24.2,-12.2,-6.8,19.4
KLH057a_4160,362.2,1729.2,2351.3,24.6,-40.7,-24.5,-0.7,-63.4,-19,11.6,2.9,3.3,-3.5,-16.4,3.8,0.3,-5,3.4
KLH057a_4161,517.8,1368.5,2302.1,-88,104.6,21.9,-50.4,7.2,-9.5,-2.8,-3.1,-15.9,-3,0.1,-13.9,5.3,5.7,-7.2
KLH057a_4162,387,1248.7,2389.4,83.4,-279.2,-79.8,11.8,171.8,-18.3,13.7,89.5,49.3,17.9,-146.6,-49.5,7.4,117.8,32.7
KLH057a_4163,384.9,1224.3,2132.1,2.1,-254.9,59.5,18.1,63.2,-8.4,7.3,-44.3,14.5,-1.6,9.7,17,-3.2,-31.5,-3.5
KLH057a_4164,362.4,1787.1,2339.3,-10.7,-15.4,-70.9,23,-63.8,-114.2,13.5,-2.5,-58.9,5.4,-34.3,-41.4,2.3,-7,19.8
KLH057a_4165,353.5,1499.7,2134.4,28.2,189.2,99.3,-1.3,-47.7,-3.7,12.9,24.9,11.6,-9.4,8.4,0.3,5.9,-0.9,-2.3
KLH057a_4166,348.2,1701.5,2115.5,13.3,-262.2,-26.6,4.4,-12.8,-4.3,16.1,-32.8,-23.7,3.3,-14.9,12.5,3.8,-8.4,-7.4
KLH057a_4167,325.1,1878.8,2363,13.8,51.7,-3.8,13.2,-23.2,-41.8,8.4,11,17.5,6.2,2.6,-7.3,7.7,3.1,11.1
KLH057a_4168,437.7,1534.3,2233,-121.5,114.2,73.4,-51.1,41.1,-38.6,14.2,-8.2,12,-7.7,22.3,-4.3,10.2,-4.8,8.6
KLH057a_4169,335,1867.2,2333.7,-10.3,-270.9,-146.9,-69.2,9.9,-18.5,12.5,-28.6,18.7,15.9,17.2,-18.9,15.8,2.4,-3.8
KLH057a_4170,497.6,1425.3,2130.3,83.9,-61,-137.5,-42.5,-39.6,-1.9,22.4,2.5,1.7,-18.7,-22.4,3.8,-26,6.5,21
KLH057a_4171,365.7,1799.5,2370.1,3.1,-99.9,-25.7,-24.8,-29.5,-16.7,28.5,-29,-3.1,-15.1,-26.6,-20.5,18.4,-18.9,1.3
KLH057a_4172,416.9,1059.5,2189.2,-28.6,155,-65.6,8.4,42.6,-6.4,16.9,20.3,-8.6,2.8,14.8,4.1,-6.9,5,-9.5
KLH057a_4173,568,1144.3,2118.3,40.9,-102.6,-127.6,-63.1,-14.1,-1.7,9.2,-8.6,-25.6,-7.7,-6.6,13.1,5.7,-8.9,-7.6
KLH057a_4174,405.6,1295.7,2106.8,19.3,59,-51.3,5.3,-66.4,-98.2,8.9,-1.1,-148.8,0,36.6,-65.7,12.4,47.8,12
KLH057a_4175,453.4,1208.5,2312.1,-36,-534.4,-51.1,-10.5,49.7,8.6,-30,163.3,4.1,29.5,61.8,12.2,-10.2,-53,-8
KLH057a_4176,612.7,1086.8,2079.9,-48,-127.8,136.2,-50.1,49.3,-6.1,19.2,-24,-45,-35.9,14.3,-2.6,-10.3,-17.4,-26.7
KLH057a_4177,319.2,1945,2402.6,41.2,42.8,-46,-17.1,-50.1,-42.9,3.1,-32,9.2,-5.3,-37,-6.7,3.3,-17.7,16.7
KLH057a_4178,414,1311.8,2272.6,-15.8,219.7,12.3,-23.8,-22,19.3,-2.9,24.4,32.3,-7.2,-3.8,0.6,-3.2,-9.7,-5.9
KLH057a_4179,362.1,724.5,2248.4,-34.1,-157,-43,23.6,27.6,-77.1,-11.3,-79.3,-69.5,0,4.4,-50.2,-1.2,-37.7,-37.8
KLH057a_4180,465.8,1042.7,2256.7,-14.2,-78.1,21,-18.9,14.4,-5.6,13.6,-7.6,-18.4,-16.5,1.5,3.8,-5.1,-5.8,6.3
KLH057a_4181,397.8,868,2337.1,-18.8,-18.4,-91.1,9.8,-7.5,-43.7,-10.2,6.7,-13.6,-0.4,15.5,3.6,3.8,18.7,-0.2
KLH057a_4182,388.4,752.7,2398.4,54.4,19.9,135.6,-67.4,17.6,-161.7,24.5,6.5,31.6,-27.2,11.3,13.2,16.9,1.3,-29
KLH057a_4183,490.9,1470.5,2104.3,-39.6,-92,-74.7,-51.5,6,0.2,3.2,-11.9,5.1,2.8,-3.1,10.6,2.7,2.7,-3.9
KLH057a_4184,348.8,1951.3,2368.7,72.2,-100.2,-34.2,25.7,-51.5,-31.9,-7.7,-13.8,-38,11.3,3.8,44.1,-3.9,8.7,-20.6
KLH057a_4185,413.7,984.2,2224,53.8,297.6,22.9,6,-7.7,-107.1,-28.8,16.3,34.1,19.3,28.6,-26.1,-23.1,5.3,8.4
KLH057a_4186,448.2,1359.5,2055.2,16.3,-142,-45.8,-11.8,-12.8,16.4,-3.8,-7.9,17.1,-5.8,-13,5.1,2.5,5.8,0.6
KLH057a_4187,324.5,1893.2,2390.2,-4.7,-22.4,-36,14.7,-35.9,-35.7,-7.5,-1.1,-7.9,8,-3.5,-1.1,-6.3,-10.4,2.4
KLH057a_4188,418.2,1810.7,2331.4,-30.1,68.1,43.8,16,-30.9,7.3,-7.8,4.6,0.6,4.3,10.9,30.1,-2.8,-5.8,-1.6
KLH057a_4189,649.8,1137.3,2285.3,20.3,52.7,-16.2,-5,-0.6,-17.9,10.1,18.8,6.1,-22.9,-28.9,7.4,6.8,8.1,4.7
KLH057a_4190,591.4,1292.7,2278.1,23.9,-115.7,-37.9,-113.5,-6.6,0.8,-4.3,11.3,5,-41.5,15,-7.7,-2.8,-1.2,-0.6
KLH057a_4191,362.9,1761,2268.1,21.5,-85.8,43.1,-5.7,-21.2,25.1,2.7,-22,10,-0.9,-21.1,20.8,3.4,-3.6,0.9
KLH057a_4192,291.4,1988.9,2533.1,13,-30.3,19.7,4.4,-2.5,-10.3,-0.2,-25.5,-49.1,-1.2,-18.5,-2.2,2.9,4.9,-0.7
KLH057a_4193,458.3,946.6,2350.3,-11.8,135.1,-24.3,-19.3,-15.9,-65.7,-1.1,9.3,-6.1,-20.6,16.5,-11,-5.8,-6.7,11.3
KLH057a_4194,363.5,1602.7,2252.7,55,-359.8,-166.6,-11.7,-94.1,103.1,10.7,-5.7,24.5,-1.2,-34.7,-14.5,5,5.9,1.9
KLH057a_4195,487.4,1440.5,2118.7,128.3,-108.8,-63.6,-24.5,-86.9,-67.3,-14.5,11,12.6,7,-41,1.8,-17.9,12.4,18.5
KLH057a_4196,424.9,1093.3,2214.1,-2.7,9.5,-19.9,-16.4,12,-2.2,0.9,4.9,-31.8,-0.4,6.4,9.3,2.7,-10,-8.9
KLH057a_4197,605.4,1227.8,2186.4,-79,69.8,25.6,-18.5,18.2,4.1,-12.9,31,13.8,12.6,8,6.9,8.8,11,8.1
KLH057a_4198,448.9,1360.6,2053.9,33.6,86.8,52.6,4.1,3,34.4,16.4,19.8,-3.3,2.2,-1.8,-5.2,4.4,1.5,-9.1
KLH057a_4199,545,1126.6,2130.4,28.7,-192.9,51.8,-128,35,-22,-10.7,-46,-9.7,-23.8,11.6,-3.5,1.4,7.8,-5.5
KLH057a_4200,297.5,1910.6,2478.6,4.6,46.1,35.5,8,-7.5,2,3.9,-17.4,30.6,1.5,0.1,16.4,1.4,-0.8,-0.8
KLH057a_4201,426.9,1351.2,2334,-33.7,102.8,-32.5,-20.3,45.4,-29,23.2,-28.5,-32.6,-6.9,3.9,5.9,-6.5,-7.2,0.5
KLH057a_4202,734.5,1080.6,2324.9,-63.6,-31.8,9.3,-28.2,8.5,25,-8.3,14.8,11.6,-13.7,-7.7,-15.3,-9.5,2.3,4.6
KLH057a_4203,684.8,1176.1,2219.9,85.7,-104.8,70.8,-11,76.9,17,42.3,-26.2,-8,-11.7,-5.9,2.7,18.2,-0.9,9.1
KLH057a_4204,482.8,1621.7,2262.6,-35.1,-43.9,10.9,-35.4,-43.7,3.6,7,7.4,11.2,0.8,6.2,3.2,4.7,0.8,-0.4
KLH057a_4205,369.1,894.1,2297,47.9,15.7,163.7,37,102.9,-50.8,25.7,-14.4,-9.9,16.7,42.9,-4.1,6.7,-2.2,18.6
KLH057a_4206,377.4,1555.4,2209.7,-12.7,74.6,64.2,-4.2,-139.4,-52.7,-0.9,19,6.9,-1.8,-30.3,-4.4,-0.2,-1.2,-6.5
KLH057a_4207,637.7,1016.9,2247.7,-54.2,-42.3,-45.6,-24.6,-10.2,-5,0.5,-8.2,8.3,-11.9,-10,6.5,2.7,-5.5,-3.4
KLH057a_4208,607,1063.8,2273.1,33.8,-30.1,-3.6,-25.2,-0.5,-34.4,7.2,11.3,-0.9,-7.7,-4.9,-11.6,6.7,3.5,8.7
KLH057a_4209,458,955.2,2356.2,15.7,108.5,-31.9,-1.3,-15.2,-39.6,-4,-27.5,-5.9,-2.2,7.4,-10.2,0.5,14.5,5.7
KLH057a_4210,368.4,816.7,2321,-2.2,22.1,41.3,-5.7,45.7,0.2,-3,-8.8,22.8,2,27,23.4,4.9,-1.6,-12.1
KLH057a_4211,334.8,1491.3,2158.8,45,-175.7,-68.4,-22.2,-86.1,61.9,8.4,-25.1,-56.1,-2.1,-14.6,31.8,-4.2,-15.6,-30.3
KLH057a_4212,371.3,915.6,2241.9,17,-12.6,12.6,-14.7,96.4,64.4,-4.1,29.6,36.5,-6.6,48.5,18,-2.2,13.7,-6.1
KLH057a_4213,363.8,895.9,2305.4,3,95,6.2,-29.5,83.9,29.8,3.3,-3.2,-3.5,-7.2,17.1,8.3,2.6,-7.7,-1.7
KLH057a_4214,499.7,1060.4,2186,53.5,-154.9,18.1,-45.7,-8.6,-51.4,8.1,0.8,45.2,-20.3,11.9,-32.4,-7.3,-6.3,16.6
KLH057a_4215,345,937.1,2270.8,-17.6,53.8,-37.5,11.9,6.1,9.2,-4.8,32.3,-2.6,4.7,3.2,8.9,-4,2.9,3.7
KLH057a_4216,479.2,949.8,2285.3,-66.9,-36.9,-12.7,-9.4,-53.2,0.3,22.8,-5.9,7.2,-40.6,5.4,-1.8,17.6,-12.4,9.8
KLH057a_4217,509.8,1201.4,2238.5,128.9,-172.4,-7.8,-22.2,-1.9,32.2,12.7,-17.1,53.2,-8.4,-30,-0.4,1.1,-12.5,-3.8
KLH057a_4218,335.3,1708.7,2242.7,14.2,-29.4,48.3,6,-58.8,-29.5,3.7,-3.6,-15.2,-2.7,-13.3,5.3,-1.8,7.6,10.5
KLH057a_4219,338.8,1591,2160.8,-10.9,154.7,3.9,4,-71.3,-15.8,-7.7,12.1,-13.4,3.1,2.8,4.8,-4,4.8,-2.6
KLH057a_4220,399.9,989.5,2200.1,-8.2,291,-22.8,-4.5,99,-1.6,-6.2,8.7,8.1,-0.8,16.7,-14,-9.3,-13.9,-7.4
KLH057a_4221,477.7,854.9,2244.7,-23.3,-19.7,-0.8,-29.6,74.3,17.4,8.9,0,9.6,-1.2,16.2,2.4,-9.6,16.4,-5.1
KLH057a_4222,442.3,1097.2,2275.2,25.6,164.5,-125.8,-18.4,70.8,27.6,11.2,29.1,-10,-4.6,19.5,-19.9,9.3,26.1,12.9
KLH057a_4223,573.9,1146.5,2122.6,-128.3,-245.3,20.9,-69.1,40.8,7.9,19.1,-8.5,8.1,9.8,11.5,10.8,-4.2,-31.4,-17
KLH057a_4224,359,1914.8,2439.1,0.3,11.4,-43.2,4.8,-20.9,-21.3,-0.2,40.7,46.1,0.5,-7.7,-19.6,-0.5,4.4,-8.8
KLH057a_4225,393.3,1401.8,2322.6,23.1,103.1,-38.5,-28.3,55.3,-35.5,22.5,49.6,-42.5,-15.3,32.3,-7.7,4.6,19.8,-7.5
KLH057a_4226,622,1342.4,2150.8,152.9,-121.3,0.1,-37.4,-14.7,10.7,-1.3,-2.4,-12.6,9.2,1.4,-7,17.6,5.2,-0.8
KLH057a_4227,389,1717.4,2187.7,10.4,-16.1,30.7,-14.3,-45.4,-15.8,-0.1,5.5,1,-9.1,-9.6,-12,-0.9,-3.2,1.2
KLH057a_4228,307.4,1924.6,2384.9,11.5,-55.8,-46,10.1,-5.5,-9.1,-4.5,-3.2,-29,3.3,-14.2,-3.7,-3.4,-8.1,-18.3
KLH057a_4229,375.6,1730.7,2248.8,9.6,45.6,119.2,-3.9,-46.9,-56.5,-2.7,8.1,8.9,-1.8,-23.7,-17.6,1.1,-3.9,3.5
KLH057a_4230,368.5,910.5,2065.8,34.2,84.3,-39.5,-31.1,-5,-7.7,14.8,-14.6,2.9,-3.6,46.8,1.7,1.1,-16.6,14.7
KLH057a_4231,518.2,1178,2081.4,35.6,-75.9,-101.6,-33.3,15.1,-17.8,-2.5,0,-10.2,-4.1,12,-11.5,-5.8,-2.7,8.7
KLH057a_4232,389.7,1043.9,2135.6,-8.7,14.4,-80.8,0,20.3,-16.5,1.1,14.3,-18.6,0,3.3,-14,-0.4,-7.5,5.2
KLH057a_4233,370.3,867.9,2184.3,-10.3,15.2,27.7,-33.9,29.9,-7.4,-3.7,-31.2,3.3,-1.3,37.8,-7.3,-3.3,-13.9,7.5
KLH057a_4234,322.4,1574,2068.8,10.1,-73.4,-4.9,2.5,-82,-15.5,0.5,-10.8,-0.8,0.2,-52.8,5.7,1.7,-12.8,-7
KLH057a_4235,389.1,967.8,2148.5,-12.4,-88.1,-114.7,-15.5,-94.9,-33.6,-7.7,26.3,13,-6.7,4.8,2.3,0.6,7.1,-16.5
KLH057a_4236,498.9,1065.2,2151.7,7.1,-138,50.2,-58.3,17.8,-29.9,1.9,-5.8,35.3,-10.3,-3.2,-27,4.9,-1.4,23.8
KLH057a_4237,389.1,1050.6,2229.9,-5.5,102.3,22,2.9,15,4,1,-16.5,2.5,2.1,15.8,11.5,1.7,10.3,10.2
KLH057a_4238,409.3,1036.7,2187.6,-1.3,-22.7,0.6,10.6,34,13.7,-12.8,-15.7,-16.1,-16.7,-13.1,9.6,1.1,6,2.6
KLH057a_4239,553.4,1298.5,2157.3,108.4,-113.7,-55.7,-48.5,-9.3,6.2,26.3,12.9,15.2,-5.4,-22.8,-8.3,-0.9,-9.3,0.9
KLH057a_4240,389.7,1704.8,2232,-0.9,-4.2,11.3,-6.8,-30.2,-16,1.1,-3.6,17.5,-2.9,-22,-17.6,-1.9,-3.2,-2
KLH057a_4241,303.3,1972.9,2463.5,14.8,-78.6,-4.5,-14,-14.9,-13.6,1.6,-16.2,-36.4,1.9,-21.8,-21.8,-1.9,-2.7,-6.3
KLH057a_4242,352.5,995.8,2249.8,42.4,-98.7,-1.8,2.4,31.9,15,-4.6,-6.8,0.7,-3.7,0.3,10.2,-3.5,0.4,5.2
KLH057a_4243,536.2,965.8,2281.3,-150.4,-75.9,-5.2,16.4,36.4,-25.7,-53.6,-15.5,-20,49.6,-3.7,-18.3,-52.4,-11.9,-13.5
KLH057a_4244,580.7,1012.7,2279.9,-5.2,40,54.7,-17.5,4.5,-13.4,-4.2,-31.7,-15.6,15.8,-2.6,1,13.7,-2.3,-23.4
KLH057a_4245,498.6,1291.9,2330.5,6.2,-99,2.3,-78.5,-42,-6,24.8,-61,-37.4,-12.9,-23.5,-11.3,18.7,-16.6,3.5
KLH057a_4246,315.1,1691.4,2266,19.3,-36.8,12.9,13.1,-34.6,-32.9,-4.6,-5.8,-57.3,-2.1,-16.2,-24.4,-3.6,-17.5,-30
KLH057a_4247,313.1,1978.5,2527.9,6.1,-56,-60.6,-4.6,-76.4,-94.3,12,-0.9,-46.9,-0.6,27.1,25.2,1.9,-3.1,-86.3
KLH057a_4248,412.4,989.7,2279.1,57.4,19.9,30.5,-43.7,20.4,19.4,-16.7,2.6,-27.8,-18.8,3.1,-5.8,6.6,2.2,-3.2
KLH057a_4249,468.3,1133,2164.2,15.6,-25.2,9.9,-25.5,-29.8,-20.6,-0.1,9.9,20.9,-4,-4.8,-0.7,-2,-3.6,-5
KLH057a_4250,710.9,1060.1,2388.2,-52.9,-74.7,42.1,-6,-19.3,-20.4,-39.1,-10.1,-24,-6.4,-3,-16.5,-21.1,4.6,12.2
KLH057a_4251,709.7,1263.2,2106.8,-1.9,-184.3,33.2,-81.2,18.6,-15.1,-3.6,-8.2,10,-5.3,-2.2,1.3,5.4,-0.9,0.5
KLH057a_4252,338.4,1857.4,2390.2,-18.5,-62.8,-138.1,17.4,-84.2,-100.7,-2.8,-16,46.8,-3,-45.3,-16.5,0.3,-15.9,-21.4
KLH057a_4253,355.4,1455.7,2309.8,67.4,118.5,30.1,-8,5.4,45.8,-10.7,4.5,56.9,8.7,-8.2,28.8,11.4,-25.9,-21.9
KLH057a_4254,352.6,892.3,2160.4,-8.1,-11.9,-3.4,14.2,86.6,6.9,-3.2,-0.3,7.6,6.4,21,16.8,0.3,15.6,10.9
KLH057a_4255,439.7,1602.9,2226.9,-3.2,-105.1,-101.6,-2.5,-98.3,-15,-11.1,-39.4,-5,5.3,-25,24.4,9.2,-14.8,12.6
KLH057a_4256,410.9,1223.7,2158.8,72.8,205.9,46.9,-24.1,245.1,-39.2,-3.8,-122.4,23,5.5,32.3,-6,-2.5,-31.4,18
KLH057a_4257,326.6,1785.1,2222.3,-28.4,-19.9,-89,20.1,-83,-87.3,-6.7,-23.5,-14.7,3.7,-34.2,-15.5,2.3,-5.6,4.5
KLH057a_4258,574,1530.3,2131.7,165.5,-263,-188.9,10.1,-89.3,32.8,-1.1,22.3,26.2,-7.7,-15.6,13.8,6.7,5.4,19.7
KLH057a_4259,380.6,1319.8,2325.2,58.1,93.7,61,-48,50.1,58.5,3.6,-6.3,-2.1,-3.9,-33.7,-51.5,-13.3,-26.9,-10.9
KLH057a_4260,432.5,1063.7,2271.9,-22.8,136.3,-88.7,-22.7,-7,-2.5,-10.3,8.3,-3.4,-1.9,5.3,-1.3,-2.5,-9.3,6.8
KLH057a_4261,477.1,1225,2194,35.6,-233,55,-35.8,35.8,15.6,0.7,-9.3,5.4,1.3,9.2,4.2,4.5,-1,2.5
KLH057a_4262,423.9,1692.5,2340.9,-26.8,53.8,12.9,9.9,-93,-91.1,-2.8,-10,-17.9,3.1,-20.6,-16.7,-2.6,-3.9,-9.2
KLH057a_4263,487.7,1227.4,2225.6,24.2,127.3,-34.2,-31.3,45.4,-1.7,-8.8,11.2,5.6,-12.2,-5.4,-8.7,-0.3,4.5,9.6
KLH057a_4264,373,1005.1,2193.3,24.9,-144.3,38.2,7.3,160.9,-16.8,-1.1,-57.5,39.8,-2,68.2,-23.3,10.6,6.3,20.8
KLH057a_4265,528.1,1080.1,2085.3,19.5,-120,-30.6,-60,-41.8,-25.4,11,-19.5,17.3,-15,-16.7,-15.9,9.6,-14.8,1.9
KLH057a_4266,421.6,1242.7,2281.9,62.7,21.2,10,-49.9,-36,14,18.8,40.5,-26.7,-10.8,-8.2,4.3,0.3,-4.3,-6
KLH057a_4267,423.8,969,2111,-1.4,-172,60.6,-10.8,47.5,-36.4,-5.7,-37.3,14.7,-6.2,14.5,0.5,-4.5,-7.3,10.6
KLH057a_4268,396.3,1662.6,2116,15,-174,-132.9,4.4,-80,-19.2,-0.3,-29.5,7.2,-0.2,-9.6,3.2,-0.5,-2.3,4.2
KLH057a_4269,401.1,1616.5,2077,-3.1,177.5,116.2,-8.1,-41.2,27.4,2.1,16.5,3.6,-2.8,0.3,4.5,2.2,0,-4.3
KLH057a_4270,506.7,1093.2,2315.6,-18.1,23.5,37.8,-21.2,2.5,-44.5,-6,0.5,-10.6,-9.2,0.4,-12.3,-3,-1.4,-4.8
KLH057a_4271,336.9,1706.8,2171,-29.7,130.4,155.7,-3.9,-33.5,-14.6,-3.3,22.2,-10.5,-3.2,-14,-13.8,-7.4,15.1,3.2
