"","Speaker","filename","word","word_unique","vowel","syllable_number","word_syllables","stress","syllable_stress","Moras","length","f0_reaper","f0_praat","intensity","duration","log_duration","f1","f2","syll_length"
"18","JM","KLH016b_0391","hala","hala197.1576","a","-1",2,"unstressed","Final Unstressed",1,"short",137.179586692308,135.159663887974,75.7,86.4103954574489,4.45910798636695,-0.535219414777214,0.0613437584097722,"-1.short"
"19","JM","KLH016b_0396","hala","hala203.546580672156","a","-2",2,"primary","Primary Stressed",1,"short",140.349547285714,139.863748347329,76,81.9011082785153,4.40551252286167,-0.568266905104453,0.00105812937082206,"-2.short"
"20","JM","KLH016b_0397","hala","hala203.546580672156","a","-1",2,"unstressed","Final Unstressed",1,"short",117.723504876923,115.514234394074,77.3,340.757397830828,5.83117078077627,-0.527595297831644,0.110999926423086,"-1.short"
"21","JM","KLH016b_0403","hala","hala204.842914467693","a","-2",2,"primary","Primary Stressed",1,"short",50.9508,102.72570481541,69.05,51.3791540558088,3.9392325270816,-0.767459300863487,0.107100975790576,"-2.short"
"22","JM","KLH016b_0404","hala","hala204.842914467693","a","-1",2,"unstressed","Final Unstressed",1,"short",99.473684,103.033469935674,63.2,39.7020735885576,3.68140341777894,-0.544201055304891,0.632882367933876,"-1.short"
"23","LV","KLH032a_2346","hale","hale1028.3381","a","-2",2,"primary","Primary Stressed",1,"short",165.789474,165.232384233751,66.6,33.5177964402646,3.51207653479741,-0.728674853411718,0.483659839241346,"-2.short"
"24","LV","KLH032a_2347","hale","hale1028.3381","e","-1",2,"unstressed","Final Unstressed",1,"short",159.5321165,160.130386463842,67.45,62.7626010398217,4.1393593712352,-1.20258772533457,0.698950278632178,"-1.short"
"25","LV","KLH032a_2364","hale","hale1032.89149589429","a","-2",2,"primary","Primary Stressed",1,"short",154.1077668,155.529917829489,67.15,47.6754373282802,3.86441632455988,-0.601418408257917,0.414991344683227,"-2.short"
"26","LV","KLH032a_2365","hale","hale1032.89149589429","e","-1",2,"unstressed","Final Unstressed",1,"short",156.231567333333,153.012033190646,67.6,48.2789238767509,3.87699510676698,-1.03952398514503,0.710078365141586,"-1.short"
"27","DK","KLH063a_2902","hale","hale1170.5120485688","a","-2",2,"primary","Primary Stressed",1,"short",127.548526454545,NA,78,82.1703810136114,4.40879490882673,-0.408241019912828,0.192616973816953,"-2.short"
"28","DK","KLH063a_2903","hale","hale1170.5120485688","e","-1",2,"unstressed","Final Unstressed",1,"short",116.05403025,109.737443854884,75.3,201.157951941923,5.30409043001274,-0.804360265602755,0.430243243129359,"-1.short"
"29","JM","KLH016e_0008","hale","hale12.9322","a","-2",2,"primary","Primary Stressed",1,"short",108.709917,114.851211085413,71.3,61.7685852052947,4.12339490520873,-0.200957914125799,0.533369211528504,"-2.short"
"30","JM","KLH016e_0009","hale","hale12.9322","e","-1",2,"unstressed","Final Unstressed",1,"short",115.967921166667,114.405519857245,75.1,55.7134799104961,4.02022212681884,-0.914435118964546,0.512007847909923,"-1.short"
"31","LV","KLH032b_0019","hale","hale12.9665","a","-2",2,"primary","Primary Stressed",1,"short",161.905255,158.931261950853,67.6,40.0000000000009,3.68887945411396,-0.511486232497921,0.38703666056139,"-2.short"
"32","LV","KLH032b_0020","hale","hale12.9665","e","-1",2,"unstressed","Final Unstressed",1,"short",158.981369,155.243891177894,67.3,38.801200146052,3.65845117775013,-1.07246814086439,0.633366789868153,"-1.short"
"33","JM","KLH016b_0209","hale","hale125.2556","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,68.3,53.8639882209253,3.98646213256119,-0.724429842081944,0.16412207475623,"-2.short"
"34","JM","KLH016b_0210","hale","hale125.2556","e","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,65.4,45.6386101639481,3.82075407238182,-1.31234469685175,0.444557909839218,"-1.short"
"35","JM","KLH016b_0018","hale","hale13.0152135877724","a","-2",2,"primary","Primary Stressed",1,"short",49.1088448181818,107.489490620886,66.8,88.9468674666887,4.48803919670351,-0.649145383825386,0.162237628414074,"-2.short"
"36","JM","KLH016b_0019","hale","hale13.0152135877724","e","-1",2,"unstressed","Final Unstressed",1,"short",26.033058,106.438224494921,64.4,56.3747751549446,4.03202180943253,-1.35735102825953,0.622270178138092,"-1.short"
"37","JM","KLH016b_0274","hale","hale142.8746","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,70.65,71.057086839545,4.26348359396791,-0.463235390930102,0.188706313043695,"-2.short"
"38","JM","KLH016b_0275","hale","hale142.8746","e","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,68.9,39.6390016928194,3.67981352480609,-1.29843171360856,0.643895953191527,"-1.short"
"39","LV","KLH032a_0114","hale","hale157.891729354915","a","-2",2,"primary","Primary Stressed",1,"short",154.195801,145.419355194353,62.95,31.5980964550988,3.45309688001574,-1.05821611815719,0.361134311532091,"-2.short"
"40","LV","KLH032a_0115","hale","hale157.891729354915","e","-1",2,"unstressed","Final Unstressed",1,"short",148.86484525,74.0702477438948,61.95,66.5749244527944,4.19832799693096,-1.06769486211173,0.733346790873676,"-1.short"
"41","DK","KLH063a_4094","hale","hale1882.376","a","-2",2,"primary","Primary Stressed",1,"short",155.5817515,159.008119580633,67.45,55.70842995985,4.0201314812599,-0.490780974569057,0.139002548569809,"-2.short"
"42","DK","KLH063a_4095","hale","hale1882.376","e","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,61.15,47.184035729515,3.85405560931057,-0.662914537680768,0.343503505691093,"-1.short"
"43","JM","KLH016a_0461","hale","hale193.106667153683","a","-2",2,"primary","Primary Stressed",1,"short",129.166252125,130.625632838199,78.8,69.0492114008237,4.23481945909238,-0.480661771674534,0.258857018458215,"-2.short"
"44","JM","KLH016a_0462","hale","hale193.106667153683","e","-1",2,"unstressed","Final Unstressed",1,"short",127.8123384,126.375192775275,79.9,64.3944357144619,4.1650272274281,-1.06468141429671,0.568054769516394,"-1.short"
"45","JM","KLH016a_0495","hale","hale200.4295","a","-2",2,"primary","Primary Stressed",1,"short",104.1810852,106.97489370729,71.8,49.3208652863188,3.8983472224715,-0.806542382501993,0.178848560292345,"-2.short"
"46","JM","KLH016a_0496","hale","hale200.4295","e","-1",2,"unstressed","Final Unstressed",1,"short",104.726325714286,103.960642881518,73.65,50.0000000000114,3.91202300542837,-1.3814317591222,0.605701979132694,"-1.short"
"47","JM","KLH016a_0500","hale","hale204.3795","a","-2",2,"primary","Primary Stressed",1,"short",83.6065564285714,208.485652559071,73.5,60.7026034293199,4.10598658724982,-0.761930738502342,0.211767636818994,"-2.short"
"48","JM","KLH016a_0501","hale","hale204.3795","e","-1",2,"unstressed","Final Unstressed",1,"short",99.9862301666667,98.034516309676,68.8,56.9086907149767,4.04144806611206,-1.33181772625437,0.623079528559573,"-1.short"
"49","AA","KLH057a_4904","hale","hale2115.201072","a","-2",2,"primary","Primary Stressed",1,"short",145.158384666667,145.477653086393,76.8,66.725811,4.20059184958165,-0.437116854726646,0.271497260790724,"-2.short"
"50","AA","KLH057a_4905","hale","hale2115.201072","e","-1",2,"unstressed","Final Unstressed",1,"short",137.73165952381,134.231338089042,79.6,121.984257,4.80389199542315,-0.983186042395621,0.508785570629983,"-1.short"
"51","HM","KLH021a_0344","hale","hale259.7614","a","-2",2,"primary","Primary Stressed",1,"short",130.945384363636,133.343676188676,76.35,78.2210282783353,4.35953851521814,-0.478029821330828,0.140975367298562,"-2.short"
"52","HM","KLH021a_0345","hale","hale259.7614","e","-1",2,"unstressed","Final Unstressed",1,"short",145.012871857143,142.417984363691,76.15,69.9999999999932,4.24849524204926,-1.01375691957495,0.553651300431593,"-1.short"
"53","DK","KLH063a_0388","hale","hale261.719","a","-2",2,"primary","Primary Stressed",1,"short",163.83168,163.548054051674,74.8,69.33649232883,4.23897135243032,-0.571573438016741,0.00549271254753503,"-2.short"
"54","DK","KLH063a_0389","hale","hale261.719","e","-1",2,"unstressed","Final Unstressed",1,"short",132.833049461538,137.266368390897,66.1,99.1466587054219,4.59660015500737,-1.06930537697223,0.484589386220251,"-1.short"
"55","SB","KLH033d_0481","hale","hale268.18449145354","a","-2",2,"primary","Primary Stressed",1,"short",204.034755428571,203.493744718383,66.1,50.0000000000114,3.91202300542837,-0.551349221770965,0.357559384986204,"-2.short"
"56","SB","KLH033d_0482","hale","hale268.18449145354","e","-1",2,"unstressed","Final Unstressed",1,"short",194.104473642857,193.862165709845,67.4,81.1931768258773,4.39683121439901,-1.58829588083318,0.724722494273865,"-1.short"
"57","RM","KLH014a_0289","hale","hale289.296041716233","a","-2",2,"primary","Primary Stressed",1,"short",159.782608,160.634572269736,71.45,46.3781142265702,3.83682767180652,-0.443632970141638,0.178218491753424,"-2.short"
"58","RM","KLH014a_0290","hale","hale289.296041716233","e","-1",2,"unstressed","Final Unstressed",1,"short",170.695905142857,164.62141168212,66.6,52.9822248540199,3.9699564771868,-1.14501773339933,0.478590903305735,"-1.short"
"59","JM","KLH016e_0046","hale","hale29.7992","a","-2",2,"primary","Primary Stressed",1,"short",115.0851962,114.474085790605,71.7,40.0670142502477,3.69055340852634,-0.479729437544532,0.183438780834455,"-2.short"
"60","JM","KLH016e_0047","hale","hale29.7992","e","-1",2,"unstressed","Final Unstressed",1,"short",220.588024,108.903029215578,73.8,57.2757855034389,4.04787794284069,-1.29486201973194,0.665292075349254,"-1.short"
"61","SB","KLH033d_0554","hale","hale302.0477","a","-2",2,"primary","Primary Stressed",1,"short",150.3778984375,150.460472632545,59.8,92.5507635482177,4.52775728910128,-0.345848822327839,0.296687751325668,"-2.short"
"62","SB","KLH033d_0555","hale","hale302.0477","e","-1",2,"unstressed","Final Unstressed",1,"short",157.765296833333,156.321042997636,64.7,49.360407225663,3.89914862967783,-0.823444691006157,0.618360323900273,"-1.short"
"63","AA","KLH057a_0867","hale","hale356.267","a","-2",2,"primary","Primary Stressed",1,"short",119.8405221,120.414081516318,77.2,75.206408,4.32023644009135,-0.488983781176836,0.0872516369110317,"-2.short"
"64","AA","KLH057a_0868","hale","hale356.267","e","-1",2,"unstressed","Final Unstressed",1,"short",110.588157,106.321005216351,76.15,91.501129,4.51635131100317,-1.05760557390643,0.600126487565172,"-1.short"
"65","JM","KLH016e_0083","hale","hale41.2010262078678","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,59.95,30.0000000000011,3.40119738166219,-1.2012318438596,0.206476143037431,"-2.short"
"66","JM","KLH016e_0084","hale","hale41.2010262078678","e","-1",2,"unstressed","Final Unstressed",1,"short",51.683094,81.1609642342835,61.6,61.030915833868,4.11138055273364,-0.945355565271819,0.340287209257628,"-1.short"
"67","JM","KLH016e_0087","hale","hale44.7702","a","-2",2,"primary","Primary Stressed",1,"short",140.481476,144.742164664186,74.6,39.3178290079135,3.67167808032417,-0.640436810504504,0.14760720651866,"-2.short"
"68","JM","KLH016e_0088","hale","hale44.7702","e","-1",2,"unstressed","Final Unstressed",1,"short",182.822936888889,184.834947804891,76.2,68.4161237602652,4.2256085243384,-1.3766744600434,0.59826555515741,"-1.short"
"69","JM","KLH016a_1392","hale","hale481.232201769014","a","-2",2,"primary","Primary Stressed",1,"short",109.258421714286,107.405933369002,74.4,57.7007286952949,4.05526980246888,-0.596545199225773,0.0882689368761973,"-2.short"
"70","JM","KLH016a_1393","hale","hale481.232201769014","e","-1",2,"unstressed","Final Unstressed",1,"short",211.638728230769,105.8615786204,72.35,70.0651705585642,4.24942581690972,-1.34314210992959,0.58986368819678,"-1.short"
"71","JM","KLH016a_1398","hale","hale485.1435","a","-2",2,"primary","Primary Stressed",1,"short",141.4730944,143.142000875574,75,60.0000000000023,4.09434456222214,-0.439406492259817,0.183955710285097,"-2.short"
"72","JM","KLH016a_1399","hale","hale485.1435","e","-1",2,"unstressed","Final Unstressed",1,"short",139.8682144,140.1322252463,73.3,65.9436899375123,4.1888011950939,-0.966474577636121,0.544215950626832,"-1.short"
"73","JM","KLH016a_1417","hale","hale488.859347102493","a","-2",2,"primary","Primary Stressed",1,"short",103.817559111111,107.559797690615,66.8,64.9310942143302,4.17332661859356,-0.775713498797764,0.0614272134484182,"-2.short"
"74","JM","KLH016a_1418","hale","hale488.859347102493","e","-1",2,"unstressed","Final Unstressed",1,"short",204.813548875,101.28229453573,67.9,58.8492179532523,4.07497854480324,-1.28519076446676,0.545219592128015,"-1.short"
"75","AA","KLH057a_1233","hale","hale524.1579924","a","-2",2,"primary","Primary Stressed",1,"short",118.243036125,117.543136056891,75.2,52.432695,3.95953034713257,-0.593919352602198,0.0949702377051063,"-2.short"
"76","AA","KLH057a_1234","hale","hale524.1579924","e","-1",2,"unstressed","Final Unstressed",1,"short",104.353101043478,97.2629020131418,71.75,338.65562,5.8249837208281,-0.999650029693466,0.574153824134699,"-1.short"
"77","IN","KLH013d_0066","hale","hale53.5794295810981","a","-2",2,"primary","Primary Stressed",1,"short",190.546699333333,184.575073264263,67.5,41.8243030866208,3.73347758413086,-0.687962629769984,0.275700871773918,"-2.short"
"78","IN","KLH013d_0067","hale","hale53.5794295810981","e","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,66.4,37.2030893014852,3.61639180356984,-1.17114010223389,0.598906537882331,"-1.short"
"79","JM","KLH016e_0120","hale","hale61.50531276043","a","-2",2,"primary","Primary Stressed",1,"short",146.5584429,146.511402537078,76.2,88.8704288019895,4.48717945278645,-0.338752712045636,0.163745469471772,"-2.short"
"80","JM","KLH016e_0121","hale","hale61.50531276043","e","-1",2,"unstressed","Final Unstressed",1,"short",143.920666818182,140.108399315794,77.35,74.0586906683234,4.30485789599248,-1.01339455328035,0.606016684341241,"-1.short"
"81","JM","KLH016e_0137","hale","hale64.3411091692484","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,65.6,55.7203482171218,4.02034539830202,-0.553495587784141,0.176991687474484,"-2.short"
"82","JM","KLH016e_0138","hale","hale64.3411091692484","e","-1",2,"unstressed","Final Unstressed",1,"short",100.204532,98.3511880898601,65.9,50.0777813090565,3.91357742287626,-1.03127749885922,0.375097610922025,"-1.short"
"83","JM","KLH016e_0143","hale","hale66.6874975206851","a","-2",2,"primary","Primary Stressed",1,"short",121.198672181818,121.412447196846,72.75,74.8852591479476,4.31595706405061,-0.122882465392748,0.174162620667992,"-2.short"
"84","JM","KLH016e_0144","hale","hale66.6874975206851","e","-1",2,"unstressed","Final Unstressed",1,"short",108.176293873016,107.296186664005,73.4,347.598706585686,5.85104867239952,-0.990077278214955,0.674691622360758,"-1.short"
"85","JM","KLH016e_0150","hale","hale68.7335440865213","a","-2",2,"primary","Primary Stressed",1,"short",115.64123525,125.312877155819,70.75,74.7086708135356,4.3135961605503,-0.499932144862052,0.162463949564751,"-2.short"
"86","JM","KLH016e_0151","hale","hale68.7335440865213","e","-1",2,"unstressed","Final Unstressed",1,"short",115.5882398,114.005837250686,73.2,60.2617973264614,4.09869835945154,-0.820656024515125,0.658677795110457,"-1.short"
"87","JM","KLH016e_0174","hale","hale73.5502","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,62.6,41.2296890844317,3.71915860568702,-0.784814152178594,0.0439593365940096,"-2.short"
"88","JM","KLH016e_0175","hale","hale73.5502","e","-1",2,"unstressed","Final Unstressed",1,"short",24.5,89.9151968957787,60.6,44.541328458692,3.79641748757868,-1.18688103380183,0.435270138566003,"-1.short"
"89","LV","KLH032a_2243","hale","hale986.46645413895","a","-2",2,"primary","Primary Stressed",1,"short",166.94744475,163.490380272998,66.4,45.664837996128,3.82132859247783,-0.629439931180575,0.393132550870727,"-2.short"
"90","LV","KLH032a_2244","hale","hale986.46645413895","e","-1",2,"unstressed","Final Unstressed",1,"short",163.055107,162.053715080214,69.2,46.5104831442886,3.83967773114783,-1.08935635889291,0.688108400926979,"-1.short"
"91","DK","KLH063a_2443","hana","hana1011.79160295342","a","-2",2,"primary","Primary Stressed",1,"short",134.342955111111,137.598190866963,77.7,62.2146356301982,4.13059027158741,-0.386951266711125,0.0448875196871379,"-2.short"
"92","DK","KLH063a_2444","hana","hana1011.79160295342","a","-1",2,"unstressed","Final Unstressed",1,"short",140.748051833333,134.384221186799,75.3,85.796689474023,4.45198042153068,-0.615439087269513,0.116570845827902,"-1.short"
"93","LV","KLH032e_0267","hana","hana103.820626604931","a","-2",2,"primary","Primary Stressed",1,"short",204.0715638,200.237668022581,67.2,47.086748451477,3.85199161221071,-0.106703951319668,0.366255233106981,"-2.short"
"94","LV","KLH032e_0268","hana","hana103.820626604931","a","-1",2,"unstressed","Final Unstressed",1,"short",186.2696895,180.353559804506,69.2,53.6687670522156,3.98283121316942,-0.542684603353782,0.352540732436194,"-1.short"
"95","LV","KLH032a_2518","hana","hana1079.90089750313","a","-2",2,"primary","Primary Stressed",1,"short",172.333282666667,177.113287249461,68.35,38.5597895024148,3.65221001076517,-1.34589819060897,0.278521275440751,"-2.short"
"96","LV","KLH032a_2519","hana","hana1079.90089750313","a","-1",2,"unstressed","Final Unstressed",1,"short",186.515282714286,184.49921426474,68.1,59.4200034954611,4.0846309288608,-0.936248975978229,0.657195329546988,"-1.short"
"97","DK","KLH063a_2667","hana","hana1080.645","a","-2",2,"primary","Primary Stressed",1,"short",161.267654166667,78.630539610265,77.05,49.9999999999545,3.91202300542724,-0.331574656939558,0.270324621502302,"-2.short"
"98","DK","KLH063a_2668","hana","hana1080.645","a","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,66.7,59.6023561308812,4.08769510568725,-0.654871598881308,0.260951734059356,"-1.short"
"99","DK","KLH063a_2696","hana","hana1091.61154801303","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,73.4,32.2846095709792,3.47459063280349,-0.419190154046636,0.249161402486517,"-2.short"
"100","DK","KLH063a_2697","hana","hana1091.61154801303","a","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,61.25,67.8106035250039,4.21671857689215,-0.65604050608629,0.22130616609181,"-1.short"
"101","LV","KLH032a_2579","hana","hana1099.4961","a","-2",2,"primary","Primary Stressed",1,"short",191.432395875,190.240067211333,76.6,50.9343351811822,3.93053725765847,-0.310009160414213,0.427880889409224,"-2.short"
"102","LV","KLH032a_2580","hana","hana1099.4961","a","-1",2,"unstressed","Final Unstressed",1,"short",190.857254083333,189.856148721348,73.5,73.7392629612259,4.30053539765469,-0.478586319951695,0.375576017999366,"-1.short"
"103","DK","KLH063a_2731","hana","hana1101.15785085296","a","-2",2,"primary","Primary Stressed",1,"short",126.9363064,123.109269298702,71.6,55.4633036219911,4.01572160606575,-0.520172663800747,0.208719467513498,"-2.short"
"104","DK","KLH063a_2732","hana","hana1101.15785085296","a","-1",2,"unstressed","Final Unstressed",1,"short",109.378653555556,109.918955188766,65.85,63.7414086399986,4.15483440852533,-0.86015162523117,0.24997202164125,"-1.short"
"105","LV","KLH032d_0251","hana","hana111.534107973407","a","-2",2,"primary","Primary Stressed",1,"short",196.060339714286,194.396481036175,70.4,53.2202095539134,3.97443820304486,0.146935236688194,0.428414365015367,"-2.short"
"106","LV","KLH032d_0252","hana","hana111.534107973407","a","-1",2,"unstressed","Final Unstressed",1,"short",175.109310777778,169.824194600424,70.8,67.9016466722402,4.2180602857027,-0.686327305582626,0.518620632901516,"-1.short"
"107","LV","KLH032a_2623","hana","hana1111.87651312235","a","-2",2,"primary","Primary Stressed",1,"short",216.74243125,226.203490595696,74.8,31.6063848381418,3.45335915202307,-1.06294425935313,0.396166617465247,"-2.short"
"108","LV","KLH032a_2624","hana","hana1111.87651312235","a","-1",2,"unstressed","Final Unstressed",1,"short",175.627981125,164.427041985873,68.25,51.2023434378079,3.93578530126772,-0.546918907492571,0.457325708509788,"-1.short"
"109","LV","KLH032e_0281","hana","hana112.448472608428","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,65.85,31.8974747574572,3.46252684544915,-0.494565355009584,0.502903217006106,"-2.short"
"110","LV","KLH032e_0282","hana","hana112.448472608428","a","-1",2,"unstressed","Final Unstressed",1,"short",176.7584725,176.055228917695,64.7,50.630912313423,3.92456230504568,-0.774669945249453,0.502408044923694,"-1.short"
"111","JM","KLH016a_0237","hana","hana115.5855","a","-2",2,"primary","Primary Stressed",1,"short",111.647814857143,110.625220292067,74.55,63.9668142198104,4.15836442106217,-0.303760152365411,0.206006837420616,"-2.short"
"112","JM","KLH016a_0238","hana","hana115.5855","a","-1",2,"unstressed","Final Unstressed",1,"short",101.465601285714,100.333778748191,72.55,58.9061653270306,4.07594575966224,-0.950278018116656,0.144271249898234,"-1.short"
"113","LV","KLH032d_0271","hana","hana118.4379","a","-2",2,"primary","Primary Stressed",1,"short",217.790949,218.452981095252,75.1,60.5609281130768,4.10364993452492,0.102130054781644,0.470707277205618,"-2.short"
"114","LV","KLH032d_0272","hana","hana118.4379","a","-1",2,"unstressed","Final Unstressed",1,"short",184.367330625,182.225540412998,70.9,53.5889592899679,3.98134306346314,-0.502651652440942,0.478853961773437,"-1.short"
"115","AA","KLH057a_2963","hana","hana1215.256222","a","-2",2,"primary","Primary Stressed",1,"short",167.189832,168.301191217447,78.2,56.270243,4.03016585190041,-0.451444184091281,0.130594748678035,"-2.short"
"116","AA","KLH057a_2964","hana","hana1215.256222","a","-1",2,"unstressed","Final Unstressed",1,"short",150.93830875,150.095334799964,73.85,50.791628,3.9277315378533,-0.497627984194235,0.201050494287282,"-1.short"
"117","AA","KLH057a_2994","hana","hana1224.764","a","-2",2,"primary","Primary Stressed",1,"short",129.8459822,128.455557408452,77,65.529904,4.18250658807246,-0.665266864195704,-0.0147454268735183,"-2.short"
"118","AA","KLH057a_2995","hana","hana1224.764","a","-1",2,"unstressed","Final Unstressed",1,"short",NA,NA,73,38.76492,3.65751571395152,-0.781031975254938,0.364895588567628,"-1.short"
"119","LV","KLH032d_0286","hana","hana124.399795145735","a","-2",2,"primary","Primary Stressed",1,"short",167.39196,162.815190362443,68.2,39.4563622554926,3.67519530819213,-0.444178511593068,0.46686555138962,"-2.short"
"120","LV","KLH032d_0287","hana","hana124.399795145735","a","-1",2,"unstressed","Final Unstressed",1,"short",158.00794425,152.212808088102,66.55,59.6433382931707,4.08838246239394,-0.8294281492233,0.566667923975219,"-1.short"
"121","LV","KLH032e_0323","hana","hana127.734601368439","a","-2",2,"primary","Primary Stressed",1,"short",205.2039094,198.869375977193,70.2,45.8597218530343,3.8255872122791,-0.281946796279266,0.381462510119575,"-2.short"
"122","LV","KLH032e_0324","hana","hana127.734601368439","a","-1",2,"unstressed","Final Unstressed",1,"short",164.222322333333,145.742585859615,64.3,69.870658992528,4.24664580421486,-0.97022251930291,0.149053133702929,"-1.short"
"123","SB","KLH033e_0250","hana","hana132.053255494994","a","-2",2,"primary","Primary Stressed",1,"short",150.043827714286,152.143498691746,66.65,54.0681402632117,3.99024510781833,-0.775958024740169,0.332551135320951,"-2.short"
"124","SB","KLH033e_0251","hana","hana132.053255494994","a","-1",2,"unstressed","Final Unstressed",1,"short",146.946639857143,147.685934551145,64.75,59.0453022763597,4.07830498446363,-1.09358089906978,0.487392950164028,"-1.short"
"125","DK","KLH063a_3460","hana","hana1360.82527153272","a","-2",2,"primary","Primary Stressed",1,"short",NA,NA,77.7,54.4017631468705,3.99639656412474,-0.180050237757548,0.0877648465788212,"-2.short"
"126","DK","KLH063a_3461","hana","hana1360.82527153272","a","-1",2,"unstressed","Final Unstressed",1,"short",129.8920335,131.687485856757,74.75,63.5864764053622,4.15240081260021,-0.431060713541665,0.187562746730078,"-1.short"
"127","DK","KLH063a_3479","hana","hana1366.204","a","-2",2,"primary","Primary Stressed",1,"short",129.325516,130.726728615075,73.05,38.1518858430354,3.64157518882945,-0.515806480179894,0.207945119510989,"-2.short"
"128","DK","KLH063a_3480","hana","hana1366.204","a","-1",2,"unstressed","Final Unstressed",1,"short",187.883987375,178.883872356139,73.6,97.5847936540504,4.58072167855565,-0.671022690209191,0.137492430493642,"-1.short"
