Speaker,word_unique,vowel,syllable_number,word_syllables,stress,syllable_stress,Moras,length,f0_reaper,f0_praat,intensity,raw_duration,duration,f1,f2
SB,kaʻu182.655,u,-1,2,unstressed,Final Unstressed,1,short,191.817468,200.045186151019,65.85,79.7361110140855,-2.5290327090473896,-1.37946868933795,-0.404894343349337
SB,kaʻu184.171785604237,a,-2,2,primary,Primary Stressed,1,short,154.2429656,122.632785720508,68.15,55.1227935035854,-2.8981919731620778,-0.514184137147053,0.264381945738474
SB,kaʻu184.171785604237,u,-1,2,unstressed,Final Unstressed,1,short,162.398068666667,161.694738299076,67.2,59.8503809687543,-2.8159074816056937,-1.19584893685343,-0.200849667023064
DK,kaʻu1865.501,a,-2,2,primary,Primary Stressed,1,short,NA,NA,67.3,50.024404305077,-2.9952443065277277,-0.825908601808957,0.20773382958521
DK,kaʻu1865.501,u,-1,2,unstressed,Final Unstressed,1,short,123.280473714286,121.365217110821,65.1,58.6824742811132,-2.83561416093316,-1.12327437399648,-0.294698109100063
LV,kaʻu203.428299780649,a,-2,2,primary,Primary Stressed,1,short,138.2126505,NA,NA,60.5146271028332,-2.8048701728723056,-0.298910267346164,0.403028178624951
LV,kaʻu203.428299780649,u,-1,2,unstressed,Final Unstressed,1,short,143.162457642857,72.1867634265344,54.8,90.9430406758247,-2.397521895078436,-1.03260354230046,-0.16289850966331
SB,kaʻu209.960908975635,a,-2,2,primary,Primary Stressed,1,short,132.1845568,NA,58.2,74.7784292965434,-2.593225813979206,-0.354872445078708,0.31337577326742
SB,kaʻu209.960908975635,u,-1,2,unstressed,Final Unstressed,1,short,195.109099357143,193.861901765087,69.15,99.1039424411895,-2.311586055983515,-1.19312819928082,-0.164535129733227
DK,kaʻu216.889,a,-2,2,primary,Primary Stressed,1,short,123.859933272727,112.586534975157,70.1,79.9999999999841,-2.525728644308454,-0.485342916038977,0.165654911542434
DK,kaʻu216.889,u,-1,2,unstressed,Final Unstressed,1,short,124.948522038462,125.084130893313,67.2,164.685587902966,-1.803717150770231,-1.14565029070201,-0.219268874824336
DK,kaʻu231.826466645761,a,-2,2,primary,Primary Stressed,1,short,119.192673,118.650175222562,67.9,44.9655414362269,-3.1018588284065594,-0.668651013678219,0.0987038439994778
DK,kaʻu231.826466645761,u,-1,2,unstressed,Final Unstressed,1,short,119.917532470588,115.773256441139,67.9,100.806872118568,-2.2945487498892874,-0.999319481815162,-0.367857306087063
DK,kaʻu2364.29347649536,a,-2,2,primary,Primary Stressed,1,short,NA,NA,67.7,55.4522155348423,-2.89223361044127,-0.515733871720977,0.220193741587188
DK,kaʻu2364.29347649536,u,-1,2,unstressed,Final Unstressed,1,short,51.45288475,70.4671781499508,62.5,53.3131955312456,-2.931571407508273,-1.02267055472895,-0.149132319905103
DK,kaʻu254.422305584346,a,-2,2,primary,Primary Stressed,1,short,159.465547714286,151.627811707342,80.4,56.493225188574996,-2.873634556186115,-0.598260360378331,0.0850610675956913
DK,kaʻu254.422305584346,u,-1,2,unstressed,Final Unstressed,1,short,155.709278125,152.806321155061,79.9,59.9379340415283,-2.8144456847959276,-1.14496895252753,-0.311248753925518
RM,kaʻu263.985138296331,a,-2,2,primary,Primary Stressed,1,short,NA,NA,62.9,69.99999999999321,-2.659260036932875,-0.424849690657516,0.121946959343415
RM,kaʻu263.985138296331,u,-1,2,unstressed,Final Unstressed,1,short,151.240816909091,151.80106338455099,60.2,93.3669837203297,-2.3712174895991995,-1.05535271716122,-0.16439136942217
RM,kaʻu264.573762308012,a,-2,2,primary,Primary Stressed,1,short,170.3760185,NA,68.3,60.0000000000023,-2.813410716759998,-0.427135405938372,0.0960190591306498
RM,kaʻu264.573762308012,u,-1,2,unstressed,Final Unstressed,1,short,NA,NA,61.4,41.4956875075063,-3.182165772626848,-0.9679745902768,-0.259534865582404
DK,kaʻu287.565370535665,a,-2,2,primary,Primary Stressed,1,short,117.80675,106.908161190898,70.45,63.0560006210317,-2.763732048680598,-0.58292359654018,0.0585951046028548
DK,kaʻu287.565370535665,u,-1,2,unstressed,Final Unstressed,1,short,127.387322714286,123.92744392003,60.65,105.79030997070001,-2.24629635193103,-1.26648801443384,-0.115923775345798
DK,kaʻu292.748752332252,a,-2,2,primary,Primary Stressed,1,short,NA,NA,63.7,41.887212276265,-3.1727746949064297,-0.732310057033567,0.0347647530285746
DK,kaʻu292.748752332252,u,-1,2,unstressed,Final Unstressed,1,short,NA,129.931815817691,61.2,60.0035066298688,-2.8133522746366637,-0.906710673634077,-0.142511772099514
DK,kaʻu293.587711014546,a,-2,2,primary,Primary Stressed,1,short,72.772278,NA,68,47.0312558891806,-3.0569428793804376,-0.555654750066304,0.0562620499048245
DK,kaʻu293.587711014546,u,-1,2,unstressed,Final Unstressed,1,short,NA,NA,66.2,44.0918023960535,-3.1214814005192175,-0.904566130671917,-0.0985991774838597
JM,kaʻu295.342474353191,a,-2,2,primary,Primary Stressed,1,short,66.5972664,NA,72.4,70.7812515477713,-2.6481611219977617,-0.77475020038978,0.0487037009810081
JM,kaʻu295.342474353191,u,-1,2,unstressed,Final Unstressed,1,short,105.454292363636,109.516363551101,73.2,69.99999999999321,-2.659260036932875,-0.86623562226651,-0.585169605916566
DK,kaʻu306.801520972048,a,-2,2,primary,Primary Stressed,1,short,146.374064166667,211.248379753249,73.6,57.4682906383259,-2.8565219504523225,-0.535754340211787,0.105553587985809
DK,kaʻu306.801520972048,u,-1,2,unstressed,Final Unstressed,1,short,140.639383,138.434338450864,72.8,101.02310231468401,-2.2924060525079692,-1.07665741921506,-0.196112528829296
SB,kaʻu314.3428,a,-2,2,primary,Primary Stressed,1,short,NA,NA,60.4,50.0732356860567,-2.99426863147969,-0.508687460567151,0.399531102514787
SB,kaʻu314.3428,u,-1,2,unstressed,Final Unstressed,1,short,145.8337158,143.562059961957,60.15,51.224344552395,-2.9715403804022866,-1.4239346233406,-0.0553980455214136
DK,kaʻu320.181998261167,a,-2,2,primary,Primary Stressed,1,short,116.7214335,126.233530139087,66.3,53.4888677817662,-2.928281725577074,-0.570575855153824,0.0839456185118257
DK,kaʻu320.181998261167,u,-1,2,unstressed,Final Unstressed,1,short,121.824131,105.344745759495,60.4,54.2993051723784,-2.9132438482129133,-0.917285931357855,-0.380968941226438
DK,kaʻu336.701041605503,a,-2,2,primary,Primary Stressed,1,short,123.824165333333,289.723052371551,67.85,47.2768576433396,-3.051734370797361,-0.5630874729461,0.0643024172821454
DK,kaʻu336.701041605503,u,-1,2,unstressed,Final Unstressed,1,short,166.391586375,167.81023788347,72.8,60.0341049439521,-2.8128424625145323,-1.09644477945221,-0.0261739358542288
RM,kaʻu336.71962747108,a,-2,2,primary,Primary Stressed,1,short,151.9317061,136.855925649196,71.1,74.7697533095106,-2.5933418433002093,-0.385730659415572,0.139663618925583
RM,kaʻu336.71962747108,u,-1,2,unstressed,Final Unstressed,1,short,152.0476668,148.653092716085,68,64.7396644509399,-2.7373812135228044,-1.06385376013915,-0.440533199627433
DK,kaʻu341.203312217727,a,-2,2,primary,Primary Stressed,1,short,143.804687666667,143.188763036615,75.8,38.2717419017808,-3.263043464463792,-0.721994676513079,0.0121101309891891
DK,kaʻu341.203312217727,u,-1,2,unstressed,Final Unstressed,1,short,152.590823,147.839961654341,72.6,73.5417785563186,-2.6099016185181507,-1.351194711906,-0.429527533226003
SB,kaʻu342.737679752953,a,-2,2,primary,Primary Stressed,1,short,NA,NA,63.9,50.000000000011404,-2.995732273553763,-0.593352336675657,0.320492223941463
SB,kaʻu342.737679752953,u,-1,2,unstressed,Final Unstressed,1,short,54.4863257142857,160.15290524978,60.7,65.1228985061039,-2.731479048049535,-1.16392997540082,-0.0659042707357838
SB,kaʻu345.5015,a,-2,2,primary,Primary Stressed,1,short,75.8134995,81.527795304381,58.45,63.084030470520204,-2.7632876243419116,-0.50276662606744,0.323960599841996
SB,kaʻu345.5015,u,-1,2,unstressed,Final Unstressed,1,short,131.387394,128.643885629913,56.6,52.7946072355121,-2.9413462291771846,-1.24831736767836,-0.290725674792609
